department_en;org_id;fiscal_yr;service_id;service_name_en;service_name_fr;service_standard_id;service_standard_en;service_standard_fr;volume_meeting_target;total_volume;performance;issue;description_en;action_en;description_fr;action_fr
Innovation, Science and Economic Development Canada;130;2023-2024;1276;Connecting Families Initiative (CFi), formerly Affordable Access Initiative;L'initiative Familles branchées, anciennement l'Initiative d'accès abordable;3298;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1276;Connecting Families Initiative (CFi), formerly Affordable Access Initiative;L'initiative Familles branchées, anciennement l'Initiative d'accès abordable;3299;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1276;Connecting Families Initiative (CFi), formerly Affordable Access Initiative;L'initiative Familles branchées, anciennement l'Initiative d'accès abordable;3533;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1282;Computers for School Plus (CFS+);Ordinateurs pour les écoles et Plus (OPE+);3453;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1282;Computers for School Plus (CFS+);Ordinateurs pour les écoles et Plus (OPE+);3456;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1282;Computers for School Plus (CFS+);Ordinateurs pour les écoles et Plus (OPE+);3570;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1282;Computers for School Plus (CFS+);Ordinateurs pour les écoles et Plus (OPE+);3571;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1282;Computers for School Plus (CFS+);Ordinateurs pour les écoles et Plus (OPE+);3572;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1282;Computers for School Plus (CFS+);Ordinateurs pour les écoles et Plus (OPE+);3573;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1282;Computers for School Plus (CFS+);Ordinateurs pour les écoles et Plus (OPE+);3574;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1282;Computers for School Plus (CFS+);Ordinateurs pour les écoles et Plus (OPE+);3575;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
