"org_id","dept_id","pop_id","abbr_en","legal_title","applied_title","old_applied_title","description_en","min_port_en","min_1","min_2","min_3","inst_struct_en","start","end_fin","status","enabling_instr","FAA_LRC_inst","FAA_LRC_HR_RH","auditor","fed_rep_en","notes_en","website"
38,,,,"Canada Health Infoway Inc.",,,"Infoway is an independent, not-for-profit corporation that is federally funded to work with jurisdictions and other stakeholders to support the development and adoption of digital health technologies across Canada. Between 2001 and 2010, the Government of Canada has invested $2.1 billion in Infoway, through grants or up-front multi-year funding, to focus on electronic health records, and other priorities in digital health. Budget 2016 allocated $50 million over two years to Infoway to support short-term digital health activities in e-prescribing and telehomecare, with the funds flowing as a Contribution Agreement. Budget 2017 allocated $300 million over five years to Infoway to expand e-prescribing and virtual care initiatives, support the continued adoption and use of electronic medical records, help patients to access their own health records electronically, and better link electronic health record systems to improve access by all providers and institutions. These funds are to flow as a Contribution agreement.","Health",,,,"Shared-Governance Corporations",2001,,"a","Canada Not-for-profit Corporations Act, S.C. 2009, C. 23",,,"Ernst & Young LLP","1/14 Corporate Members; 2/13 Board directors",,"www.infoway-inforoute.ca"
39,"CIRB",,"CIRB","Canada Industrial Relations Board",,,"The CIRB’s mandate is to contribute to and promote a harmonious industrial relations climate in the federally regulated sector through the impartial, effective and appropriate administration of the rules of conduct that govern labour and management in their representational and bargaining activities.",,,,,"Departmental Agencies",1999,2014,"t","Canada Labour Code, R.S.C. 1985, c. L-2",,,,,"Pursuant to the Administrative Tribunals Support Service of Canada Act, the Canada Industrial Relations Board was amalgamated to the Administrative Tribunals Support Service of Canada, effective November 1, 2014.",
40,,"CLC",,"Canada Lands Company Limited",,,"Canada Lands Company is a self-financing federal Crown corporation specializing in real estate and development, and attractions management. For more than 25 years, the company has developed some of the most sought-after communities in Canada while serving as the innovative steward of some of the country’s most iconic attractions: the CN Tower and Downsview Park in Toronto,  the Montréal Science Centre and the Old Port of Montréal. 

The Company reports to the Parliament of Canada through the minister of Public Services and Procurement.","Public Services and Procurement",,,,"Crown Corporations",1956,,"a","Canada Business Corporations Act, R.S.C. 1985, c. C-44","III",,"Auditor General of Canada",,,"https://www.clc-sic.ca/"
40,,"CLC",,"Canada Lands Company Limited",,,"Canada Lands Company is a self-financing federal Crown corporation specializing in real estate and development, and attractions management. For more than 25 years, the company has developed some of the most sought-after communities in Canada while serving as the innovative steward of some of the country’s most iconic attractions: the CN Tower and Downsview Park in Toronto,  the Montréal Science Centre and the Old Port of Montréal. 

The Company reports to the Parliament of Canada through the minister of Public Services and Procurement.","Public Services and Procurement",,,,"Crown Corporations",1956,,"a","Canada Business Corporations Act, R.S.C. 1985, c. C-44","III",,"Auditor General of Canada",,,"https://www.clc-sic.ca/"
41,,,,"Canada Media Fund",,,"To champion the creation of successful, innovative Canadian content and software applications for current and emerging digital platforms through financial support and industry research.","Canadian Heritage",,,,"Shared-Governance Corporations",2009,,"a","Canada Corporations Act, R.S.C. 1970, c. C-32 (original instrument) Canada Not-for-Profit Corporations Act, S.C. 2009, ch. 23 (Current Instrument)",,,"KPMG LLP","3/9 board members nominated (rather than appointed)",,"www.cmf-fmc.ca"
41,,,,"Canada Media Fund",,,"To champion the creation of successful, innovative Canadian content and software applications for current and emerging digital platforms through financial support and industry research.","Canadian Heritage",,,,"Shared-Governance Corporations",2009,,"a","Canada Corporations Act, R.S.C. 1970, c. C-32 (original instrument) Canada Not-for-Profit Corporations Act, S.C. 2009, ch. 23 (Current Instrument)",,,"KPMG LLP","3/9 board members nominated (rather than appointed)",,"www.cmf-fmc.ca"
42,"CMHC","CMH","CMHC","Canada Mortgage and Housing Corporation","Canada Mortgage and Housing Corporation",,"As set out in the National Housing Act (NHA), CMHC’s mandate is to promote the construction of new houses, the repair and modernization of existing houses, and the improvement of housing and living conditions. In relation to financing for housing, the NHA’s purpose is to promote housing affordability and choice; to facilitate access to and competition and efficiency in the provision of housing finance; to protect the availability of adequate funding for housing; and to contribute to the well-being of the housing sector. Additional “objects” in the NHA relate to the Corporation’s housing finance activities. These are: a) to promote the efficient functioning and competitiveness of the housing finance market; b) to promote and contribute to the stability of the financial system, including the housing market; and c) to have due regard to the Corporation’s exposure to loss.","Families, Children and Social Development",,,,"Crown Corporations",1946,,"a","Canada Mortgage and Housing Corporation Act, R.S.C. 1985, c. C-7","III",,"Auditor General of Canada and Ernst & Young LLP",,,"www.cmhc.ca"
42,"CMHC","CMH","CMHC","Canada Mortgage and Housing Corporation","Canada Mortgage and Housing Corporation",,"As set out in the National Housing Act (NHA), CMHC’s mandate is to promote the construction of new houses, the repair and modernization of existing houses, and the improvement of housing and living conditions. In relation to financing for housing, the NHA’s purpose is to promote housing affordability and choice; to facilitate access to and competition and efficiency in the provision of housing finance; to protect the availability of adequate funding for housing; and to contribute to the well-being of the housing sector. Additional “objects” in the NHA relate to the Corporation’s housing finance activities. These are: a) to promote the efficient functioning and competitiveness of the housing finance market; b) to promote and contribute to the stability of the financial system, including the housing market; and c) to have due regard to the Corporation’s exposure to loss.","Families, Children and Social Development",,,,"Crown Corporations",1946,,"a","Canada Mortgage and Housing Corporation Act, R.S.C. 1985, c. C-7","III",,"Auditor General of Canada and Ernst & Young LLP",,,"www.cmhc.ca"
43,,"CPI",,"Canada Pension Plan Investment Board",,,"(a) to assist the Canada Pension Plan in meeting its obligations to contributors and beneficiaries under the Canada Pension Plan; (b) to manage any amounts transferred to it under the Canada Pension Plan, and its right, title or interest in any designated securities, in the best interests of the contributors and beneficiaries under that Act; and (c) to invest its assets with a view to achieving a maximum rate of return, without undue risk of loss, having regard to the factors that may affect the funding of the Canada Pension Plan and the ability of the Canada Pension Plan to meet its financial obligations on any given business day.","Finance",,,,"Crown Corporations",1998,,"a","Canada Pension Plan Investment Board Act, S.C. 1997, c. 40",,,"Deloitte LLP",,,"www.cppib.com"
43,,"CPI",,"Canada Pension Plan Investment Board",,,"(a) to assist the Canada Pension Plan in meeting its obligations to contributors and beneficiaries under the Canada Pension Plan; (b) to manage any amounts transferred to it under the Canada Pension Plan, and its right, title or interest in any designated securities, in the best interests of the contributors and beneficiaries under that Act; and (c) to invest its assets with a view to achieving a maximum rate of return, without undue risk of loss, having regard to the factors that may affect the funding of the Canada Pension Plan and the ability of the Canada Pension Plan to meet its financial obligations on any given business day.","Finance",,,,"Crown Corporations",1998,,"a","Canada Pension Plan Investment Board Act, S.C. 1997, c. 40",,,"Deloitte LLP",,,"www.cppib.com"
44,"CPC","CPO","CPC","Canada Post Corporation","Canada Post",,"To establish and operate a postal service for the collection, transmission and delivery of messages, information, funds and goods both within Canada and between Canada and places outside Canada, and to conduct its operations on a self-sustaining financial basis while providing a standard of service that will meet the needs of the people of Canada and that is similar with respect to communities of the same size.","Public Services and Procurement",,,,"Crown Corporations",1981,,"a","Canada Post Corporation Act, R.S.C. 1985, c. C-10","III",,"Auditor General of Canada and KPMG LLP",,,"www.canadapost.ca"
44,"CPC","CPO","CPC","Canada Post Corporation","Canada Post",,"To establish and operate a postal service for the collection, transmission and delivery of messages, information, funds and goods both within Canada and between Canada and places outside Canada, and to conduct its operations on a self-sustaining financial basis while providing a standard of service that will meet the needs of the people of Canada and that is similar with respect to communities of the same size.","Public Services and Procurement",,,,"Crown Corporations",1981,,"a","Canada Post Corporation Act, R.S.C. 1985, c. C-10","III",,"Auditor General of Canada and KPMG LLP",,,"www.canadapost.ca"
