"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"2019-2020",46,"Canada Revenue Agency","Tax","BRA11","Policy, Rulings, and Interpretations",113837184.00,104316419.91,113756724.00,116159619.00,1350.00,1220.00,1348.00,1371.00,,
"2019-2020",46,"Canada Revenue Agency","Benefits","BRB01","Benefits",499962083.00,3140851352.88,494389657.00,494701282.00,1627.00,1302.00,1578.00,1578.00,,"The increase in spending is primarily due to statutory Climate Action Incentive payments included in actual spending but not reflected in planned spending ($2.6 billion). Excluding statutory transfer payments, the decrease in spending is due to lower benefit call volumes, the realignment of workload with the Tax Services and Processing program as well as lower then planned year-end spending because of COVID-19. 

The decrease in FTEs is primarily due to lower then planned spending in salaries associated with lower benefit call volumes as well as the realignment of workload with the Tax Services and Processing program."
"2019-2020",46,"Canada Revenue Agency","Taxpayers' Ombudsman","BRC01","Taxpayers' Ombudsman",3471070.00,3804533.47,3474081.00,3476519.00,31.00,38.00,31.00,31.00,,
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS01","Management and Oversight Services",142761941.00,146730991.07,139818928.00,139543549.00,1147.00,1177.00,1140.00,1141.00,,
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS02","Communications Services",36769373.00,35076190.11,35129296.00,35267756.00,312.00,261.00,316.00,317.00,,
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS03","Legal Services",2810284.00,2458105.22,2813054.00,2803927.00,28.00,26.00,28.00,28.00,,
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS04","Human Resources Management Services",116277633.00,131292399.08,114931263.00,114935923.00,1126.00,1260.00,1103.00,1104.00,,"The increase in spending is primarily due to incremental funding for operational priorities including addressing pressures caused by Phoenix. Other increases associated with collective bargaining adjustments and lower then planned attribution of costs associated with employee performance, learning, development and recognition activities to programs within tax and benefits. 

The increase in FTEs is primarily due to incremental funding for operational priorities as well as lower then planned attribution of costs associated with employee performance, learning, development and recognition activities to programs within tax and benefits."
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS05","Financial Management Services",75009545.00,37428794.96,70365130.00,96410010.00,744.00,632.00,723.00,722.00,,"Includes centrally held provisions. The decrease in spending and FTEs is primarily due to allocations made to other programs for major project investments and operational priorities during the year as well as vacant positions and staffing delays."
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS06","Information Management Services",33806615.00,28120577.08,33806862.00,32655656.00,272.00,210.00,272.00,272.00,,
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS07","Information Technology Services",288292061.00,323795526.97,280143204.00,271420811.00,2084.00,1955.00,2035.00,1996.00,,"Increase primarily due to workload transfers from other internal services programs for central infrastructure and information technology work as well as major project investments. Other increases are due to collective bargaining adjustments, and incremental funding for operational priorities as well as to implement Budget 2019 measures and the carbon fuel charge."
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS08","Real Property Management Services",47979887.00,30448143.00,44659012.00,40365138.00,242.00,236.00,242.00,242.00,,"Decrease primarily due to lower than planned major and minor tenant services costs as a result of Public Services and Procurement Canada delays and changes in the nature and timing of real property projects."
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS09","Materiel Management Services",28172677.00,28803478.95,28052715.00,28077135.00,316.00,302.00,315.00,315.00,,
"2019-2020",46,"Canada Revenue Agency","Internal Services","ISS0Z","Acquisition Management Services",9930627.00,9485550.93,9924232.00,9942372.00,93.00,87.00,93.00,93.00,,
"2019-2020",47,"Canada School of Public Service","Common Public Service Learning","BTR01","Learning",65758318.00,61097921.58,61286171.00,61286171.00,512.00,514.00,512.00,512.00,,
"2019-2020",47,"Canada School of Public Service","Internal Services","ISS00","Internal Services",21919440.00,20282333.75,20428724.00,20428724.00,168.00,182.00,168.00,168.00,,
"2019-2020",55,"Canadian Centre for Occupational Health and Safety","National Occupational Health and Safety Resource","BFZ01","Occupational health and safety information and services",6106928.00,6953799.05,6106928.00,6106928.00,68.00,62.30,68.00,68.00,"The total planned spending reported in 2016-17 and 2017-18 includes Parliamentary appropriations and revenue sources including main estimates, recoveries and the use of cash respendable revenues pursuant to _section 6(1)(g) of the Canadian Centre for Occupational Health and Safety Act. _

Fiscal 2018-19 to 2021-22 planned spending authorities represents authorities approved in the 2018-19 Main Estimates and do not represent the use of CCOHS’ respendable revenues, as respendable revenues are only reported upon the actual disbursement of the funds within the fiscal year.  

Statutory employee benefit plan (EBP) costs that are applicable to payroll costs funded by cash respendable revenues pursuant to _section 6(1)(g) of the Canadian Centre for Occupational Health and Safety Act_ are not calculated or reported within Statutory EBP until after the close of the fiscal year.  EBP costs planned for fiscal years 2018-19 to 2021-22 are reported as the amount funded by Parliamentary appropriations. 

The 2018-19 forecasted spending represents the planned Parliamentary appropriations and revenue sources including main estimates, recoveries and the use of cash respendable revenues pursuant to _section 6(1)(g) of the Canadian Centre for Occupational Health and Safety Act_.  Note that forecast budgetary planned gross spending for fiscal 2018-19 is $11,610,711.  

Gross spending represents use of cash respendable revenues pursuant to _section 6(1)(g) of the Canadian Centre for Occupational Health and Safety Act_.","Planned spending authorities represents authorities approved in the 2019-20 Main Estimates and do not represent the use of CCOHS’ respendable revenues. 

Actual spending includes Parliamentary appropriations and revenue sources including main estimates, recoveries and the use of cash respendable revenues pursuant to section 6(1)(g) of the _Canadian Centre for Occupational Health and Safety Act_."
"2019-2020",55,"Canadian Centre for Occupational Health and Safety","Internal Services","ISS00","Internal Services",2940373.00,4227191.14,2940373.00,2940373.00,22.00,21.00,22.00,22.00,,"Planned spending authorities represents authorities approved in the 2019-20 Main Estimates and do not represent the use of CCOHS’ respendable revenues. 

Actual spending includes Parliamentary appropriations and revenue sources including main estimates, recoveries and the use of cash respendable revenues pursuant to section 6(1)(g) of the _Canadian Centre for Occupational Health and Safety Act_."
"2019-2020",63,"Canadian Environmental Assessment Agency","Environmental Assessment","BGV01","Environmental Assessment Policy Development",27172336.00,18771488.86,27746432.00,28422661.00,107.00,106.00,107.00,106.00,"The increase in planned spending and FTEs in future years is a result of the transition to the new impact assessment and regulatory processes.","Planned expenditures included the Agency’s Grants and Contributions program however; actual expenditures were captured in their entirety under the Assessment Delivery program. This issue will be resolved for future reporting as the Agency has recently adjusted its Departmental Results Framework, which includes financial coding adjustments."
"2019-2020",63,"Canadian Environmental Assessment Agency","Environmental Assessment","BGV02","Environmental Assessment Delivery",36019506.00,34350592.17,36253172.00,37136725.00,264.00,229.00,266.00,261.00,"The increase in planned spending and FTEs in future years is a result of the transition to the new impact assessment and regulatory processes.","The variance is due to a steady hiring of new employees throughout the year."
