fiscal_yr;org_id;service_id;channel;volume_meeting_target;total_volume;volume_not_meeting_target
2020-2021;1;2214;EML;557.0;569.0;12.0
2020-2021;1;2214;ONL;185.0;186.0;1.0
2020-2021;1;2214;TEL;398.0;398.0;0.0
2020-2021;1;2215;EML;177.0;185.0;8.0
2020-2021;1;2215;ONL;17.0;17.0;0.0
2020-2021;1;2215;TEL;75.0;75.0;0.0
2020-2021;1;2223;EML;374.0;376.0;2.0
2020-2021;1;2223;ONL;20.0;20.0;0.0
2020-2021;1;2223;TEL;29.0;29.0;0.0
2020-2021;1;2224;TEL;39147.0;40366.0;1219.0
2020-2021;114;1119;ONL;20.0;21.0;1.0
2020-2021;114;1120;EML;9.0;9.0;0.0
2020-2021;114;1863;ONL;1.0;1.0;0.0
2020-2021;117;155;FAX;155.0;169.0;14.0
2020-2021;117;155;ONL;544.0;698.0;154.0
2020-2021;117;155;POST;860.0;966.0;106.0
2020-2021;117;155;TEL;0.0;0.0;0.0
2020-2021;117;157;EML;227.0;484.0;257.0
2020-2021;117;157;POST;282.0;6224.0;5942.0
2020-2021;117;160;EML;0.0;0.0;0.0
2020-2021;117;160;ONL;14.0;14.0;0.0
2020-2021;117;160;TEL;360.0;643.0;283.0
2020-2021;12;694;POST;0.0;0.0;0.0
2020-2021;12;707;POST;0.0;0.0;0.0
2020-2021;12;716;OTH;0.0;0.0;0.0
2020-2021;122;1837;EML;3902.0;3991.0;89.0
2020-2021;122;1901;ONL;952.0;992.0;40.0
2020-2021;122;1902;EML;105.0;216.0;111.0
2020-2021;122;1903;EML;8.0;8.0;0.0
2020-2021;122;1904;ONL;1944.0;2354.0;410.0
2020-2021;122;1905;ONL;338.0;380.0;42.0
2020-2021;122;1906;ONL;112.0;143.0;31.0
2020-2021;122;1907;EML;281.0;286.0;5.0
2020-2021;122;1908;EML;1154.0;1207.0;53.0
2020-2021;122;1909;EML;603.0;684.0;81.0
2020-2021;122;1910;EML;2544.0;2760.0;216.0
2020-2021;122;1911;EML;2536.0;2565.0;29.0
2020-2021;122;1912;ONL;2623.0;3232.0;609.0
2020-2021;122;1913;EML;78.0;128.0;50.0
2020-2021;122;1920;EML;198.0;215.0;17.0
2020-2021;122;1921;EML;749.0;807.0;58.0
2020-2021;122;1922;EML;310.0;315.0;5.0
2020-2021;122;1923;EML;1330.0;2131.0;801.0
2020-2021;122;1924;EML;633.0;672.0;39.0
2020-2021;122;1925;EML;238.0;253.0;15.0
2020-2021;122;2032;EML;5392.0;5757.0;365.0
2020-2021;122;2358;EML;161.0;198.0;37.0
2020-2021;122;2359;EML;30.0;51.0;21.0
2020-2021;123;1420;ONL;435604.0;500267.0;64663.0
2020-2021;123;1420;PERSON;0.0;0.0;0.0
2020-2021;123;1420;POST;39844.0;63452.0;23608.0
2020-2021;123;1421;EML;980.0;989.0;9.0
2020-2021;123;1422;ONL;185017.0;188392.0;3375.0
2020-2021;123;1423;OTH;28671.0;105020.0;76349.0
2020-2021;123;1428;OTH;355256.0;482832.0;127576.0
2020-2021;123;1429;ONL;758.0;3124.0;2366.0
2020-2021;123;1430;ONL;1238.0;7597.0;6359.0
2020-2021;123;1431;ONL;1.0;19.0;18.0
2020-2021;123;1433;ONL;10264.0;27035.0;16771.0
2020-2021;123;1439;ONL;0.0;0.0;0.0
2020-2021;123;1439;POST;4.0;6866.0;6862.0
2020-2021;123;1441;ONL;3124.0;7585.0;4461.0
2020-2021;123;1441;POST;1014.0;12486.0;11472.0
2020-2021;123;1442;OTH;8252.0;22059.0;13807.0
2020-2021;123;1466;ONL;2.0;2.0;0.0
2020-2021;123;1482;POST;6481.0;60724.0;54243.0
2020-2021;123;1491;PERSON;166237.0;190303.0;24066.0
2020-2021;123;1491;POST;183551.0;235244.0;51693.0
2020-2021;123;1494;PERSON;0.0;9.0;9.0
2020-2021;123;1494;POST;48.0;308.0;260.0
2020-2021;123;1495;OTH;1581.0;10476.0;8895.0
2020-2021;123;1496;OTH;985.0;1001.0;16.0
2020-2021;123;1498;PERSON;0.0;0.0;0.0
2020-2021;123;1498;POST;0.0;0.0;0.0
2020-2021;123;1500;PERSON;9884.0;11081.0;1197.0
2020-2021;123;1500;POST;9884.0;11081.0;1197.0
2020-2021;123;1501;POST;6098.0;6989.0;891.0
2020-2021;123;2107;PERSON;4232.0;4795.0;563.0
2020-2021;123;2108;PERSON;2467.0;2482.0;15.0
2020-2021;123;2132;ONL;16.0;16.0;0.0
2020-2021;123;2238;EML;361084.0;1522618.0;1161534.0
2020-2021;123;2238;TEL;539720.0;1424175.0;884455.0
2020-2021;124;1238;ONL;354.0;486.0;132.0
2020-2021;125;1004;ONL;0.0;0.0;0.0
2020-2021;125;1006;ONL;17754.0;17762.0;8.0
2020-2021;125;1008;ONL;173.0;269.0;96.0
2020-2021;125;1009;ONL;286.0;300.0;14.0
2020-2021;125;1010;OTH;28.0;28.0;0.0
2020-2021;125;1011;ONL;153.0;153.0;0.0
2020-2021;125;1013;OTH;415.0;419.0;4.0
2020-2021;125;1015;OTH;8.0;8.0;0.0
2020-2021;125;1016;EML;0.0;0.0;0.0
2020-2021;125;1017;EML;0.0;0.0;0.0
2020-2021;125;1020;EML;1.0;1.0;0.0
2020-2021;125;1021;EML;5.0;5.0;0.0
2020-2021;125;1022;EML;3.0;3.0;0.0
2020-2021;125;1024;EML;1.0;1.0;0.0
2020-2021;125;1025;EML;11.0;11.0;0.0
2020-2021;125;1027;ONL;229255.0;229255.0;0.0
2020-2021;125;1028;TEL;368.0;370.0;2.0
2020-2021;125;1029;OTH;296.0;308.0;12.0
2020-2021;125;1030;OTH;0.0;0.0;0.0
2020-2021;125;1032;ONL;231980.0;231980.0;0.0
2020-2021;125;1033;ONL;249.0;249.0;0.0
2020-2021;125;1034;ONL;6.0;6.0;0.0
2020-2021;125;1035;OTH;155.0;158.0;3.0
2020-2021;125;1037;OTH;277.0;284.0;7.0
2020-2021;125;1041;OTH;0.0;0.0;0.0
2020-2021;125;1043;OTH;5101.0;5101.0;0.0
2020-2021;125;1045;ONL;43.0;43.0;0.0
2020-2021;125;1515;OTH;249.0;249.0;0.0
2020-2021;125;1737;OTH;290.0;301.0;11.0
2020-2021;125;1738;OTH;480.0;1001.0;521.0
2020-2021;125;1739;OTH;112.0;114.0;2.0
2020-2021;125;1740;OTH;271.0;285.0;14.0
2020-2021;125;1742;OTH;0.0;0.0;0.0
2020-2021;125;1744;OTH;0.0;0.0;0.0
2020-2021;125;1745;OTH;11740.0;13300.0;1560.0
2020-2021;125;1746;OTH;2400.0;3000.0;600.0
2020-2021;125;1748;OTH;74.0;81.0;7.0
2020-2021;125;1749;OTH;144.0;159.0;15.0
2020-2021;125;2072;EML;51.0;68.0;17.0
2020-2021;125;2077;EML;5.0;5.0;0.0
2020-2021;125;2078;EML;14.0;14.0;0.0
2020-2021;125;2079;EML;14.0;14.0;0.0
2020-2021;125;2087;ONL;0.0;300.0;300.0
2020-2021;125;2091;OTH;198.0;317.0;119.0
2020-2021;125;2092;ONL;39.0;41.0;2.0
2020-2021;125;2093;OTH;18.0;18.0;0.0
2020-2021;125;2112;OTH;26.0;28.0;2.0
2020-2021;125;2631;OTH;2.0;2.0;0.0
2020-2021;125;2632;OTH;0.0;58.0;58.0
2020-2021;125;2633;OTH;0.0;0.0;0.0
2020-2021;125;846;PERSON;9.0;9.0;0.0
2020-2021;125;956;OTH;698.0;972.0;274.0
2020-2021;125;956;TEL;147.0;279.0;132.0
2020-2021;125;997;OTH;111.0;111.0;0.0
2020-2021;125;998;OTH;20.0;20.0;0.0
2020-2021;125;999;OTH;27.0;27.0;0.0
2020-2021;126;1690;OTH;1154.0;1154.0;0.0
2020-2021;126;1691;ONL;2783.0;2901.0;118.0
2020-2021;126;1698;ONL;308428.0;312974.0;4546.0
2020-2021;126;1704;ONL;20458.0;20458.0;0.0
2020-2021;126;1855;ONL;7254.0;7254.0;0.0
2020-2021;126;1859;OTH;113.0;113.0;0.0
2020-2021;126;2469;PERSON;124317.0;138130.0;13813.0
2020-2021;126;2517;ONL;149.0;149.0;0.0
2020-2021;126;2528;TEL;462000.0;462000.0;0.0
2020-2021;127;1055;OTH;12134.0;12219.0;85.0
2020-2021;127;1059;OTH;8915.0;15110.0;6195.0
2020-2021;127;1060;OTH;2381.0;3261.0;880.0
2020-2021;127;1062;OTH;34120.0;34120.0;0.0
2020-2021;127;1089;OTH;67.0;67.0;0.0
2020-2021;127;1943;EML;776.0;892.0;116.0
2020-2021;127;1944;ONL;276.0;317.0;41.0
2020-2021;127;1947;ONL;974.0;974.0;0.0
2020-2021;127;1948;ONL;200.0;304.0;104.0
2020-2021;127;1950;EML;0.0;0.0;0.0
2020-2021;127;1954;ONL;0.0;0.0;0.0
2020-2021;127;1957;POST;26877.0;28292.0;1415.0
2020-2021;127;1961;OTH;50.0;74.0;24.0
2020-2021;127;1967;OTH;364.0;364.0;0.0
2020-2021;127;2255;ONL;277.0;277.0;0.0
2020-2021;127;2256;ONL;112.0;112.0;0.0
2020-2021;127;2280;OTH;0.0;0.0;0.0
2020-2021;127;2292;EML;77.0;77.0;0.0
2020-2021;127;2292;ONL;18.0;18.0;0.0
2020-2021;127;2296;OTH;86.0;86.0;0.0
2020-2021;127;726;TEL;39042.0;61355.0;22313.0
2020-2021;127;732;FAX;0.0;0.0;0.0
2020-2021;127;732;ONL;0.0;0.0;0.0
2020-2021;127;732;PERSON;0.0;0.0;0.0
2020-2021;127;735;ONL;0.0;0.0;0.0
2020-2021;127;735;TEL;0.0;0.0;0.0
2020-2021;127;739;EML;61.0;77.0;16.0
2020-2021;127;739;PERSON;61.0;77.0;16.0
2020-2021;127;739;TEL;61.0;77.0;16.0
2020-2021;127;747;OTH;0.0;0.0;0.0
2020-2021;127;751;TEL;837.0;881.0;44.0
2020-2021;127;753;PERSON;0.0;0.0;0.0
2020-2021;127;754;TEL;254.0;259.0;5.0
2020-2021;127;756;TEL;3050.0;3389.0;339.0
2020-2021;127;761;ONL;178.0;178.0;0.0
2020-2021;127;762;OTH;3090.0;3100.0;10.0
2020-2021;127;763;EML;620000.0;620000.0;0.0
2020-2021;127;763;FAX;620000.0;620000.0;0.0
2020-2021;127;763;ONL;620000.0;620000.0;0.0
2020-2021;127;763;PERSON;620000.0;620000.0;0.0
2020-2021;127;763;POST;620000.0;620000.0;0.0
2020-2021;127;763;TEL;620000.0;620000.0;0.0
2020-2021;127;766;ONL;2.0;2.0;0.0
2020-2021;127;768;TEL;34674.0;46232.0;11558.0
2020-2021;127;770;OTH;1520.0;1520.0;0.0
2020-2021;127;771;ONL;4534.0;4534.0;0.0
2020-2021;127;772;TEL;399.0;443.0;44.0
2020-2021;127;850;ONL;20.0;51.0;31.0
2020-2021;127;859;ONL;267.0;322.0;55.0
2020-2021;127;860;ONL;663.0;681.0;18.0
2020-2021;127;861;ONL;1356.0;1416.0;60.0
2020-2021;127;862;ONL;87.0;105.0;18.0
2020-2021;127;863;ONL;882.0;883.0;1.0
2020-2021;127;864;ONL;202.0;257.0;55.0
2020-2021;127;868;ONL;173.0;208.0;35.0
2020-2021;127;874;OTH;2226.0;2372.0;146.0
2020-2021;127;875;OTH;675.0;682.0;7.0
2020-2021;127;876;POST;0.0;0.0;0.0
2020-2021;127;877;OTH;4645.0;5820.0;1175.0
2020-2021;127;878;OTH;89.0;90.0;1.0
2020-2021;127;879;OTH;75200.0;106572.0;31372.0
2020-2021;127;880;OTH;36.0;36.0;0.0
2020-2021;128;1001;OTH;335545.0;370582.0;35037.0
2020-2021;128;1003;OTH;6285974.0;7075493.0;789519.0
2020-2021;128;1005;OTH;0.0;0.0;0.0
2020-2021;128;1090;OTH;15320.0;17137.0;1817.0
2020-2021;128;1093;TEL;1271983.0;2051586.0;779603.0
2020-2021;128;1242;PERSON;0.0;0.0;0.0
2020-2021;128;1242;POST;0.0;0.0;0.0
2020-2021;128;1252;PERSON;1121548.0;1175967.0;54419.0
2020-2021;128;1252;TEL;40838.0;41126.0;288.0
2020-2021;128;1254;FAX;16.0;16.0;0.0
2020-2021;128;1254;ONL;6516.0;6519.0;3.0
2020-2021;128;1254;POST;13.0;13.0;0.0
2020-2021;128;1254;TEL;2403.0;2413.0;10.0
2020-2021;128;1256;OTH;1788.0;2190.0;402.0
2020-2021;128;1266;OTH;33113.0;37174.0;4061.0
2020-2021;128;1292;ONL;336981.0;336981.0;0.0
2020-2021;128;1292;PERSON;411119.0;419509.0;8390.0
2020-2021;128;1292;POST;19920.0;25800.0;5880.0
2020-2021;128;1294;ONL;240858.0;241770.0;912.0
2020-2021;128;1295;EML;2784.0;2845.0;61.0
2020-2021;128;1296;EML;40549.0;41120.0;571.0
2020-2021;128;1296;ONL;299476.0;299476.0;0.0
2020-2021;128;1296;OTH;556981.0;859436.0;302455.0
2020-2021;128;1296;POST;3693.0;3693.0;0.0
2020-2021;128;1296;TEL;446694.0;1060230.0;613536.0
2020-2021;128;1298;EML;7401.0;7432.0;31.0
2020-2021;128;1298;OTH;132668.0;132668.0;0.0
2020-2021;128;1298;TEL;10478.0;18064.0;7586.0
2020-2021;128;1322;EML;1317.0;1646.0;329.0
2020-2021;128;1322;OTH;38020949.0;38267923.0;246974.0
2020-2021;128;1322;POST;206.0;317.0;111.0
2020-2021;128;1322;TEL;27830.0;29324.0;1494.0
2020-2021;128;1331;EML;1038.0;1314.0;276.0
2020-2021;128;1331;POST;24.0;46.0;22.0
2020-2021;128;1331;TEL;21804.0;23684.0;1880.0
2020-2021;128;1337;OTH;1920.0;2647.0;727.0
2020-2021;128;1369;EML;2.0;2.0;0.0
2020-2021;128;1371;OTH;9065.0;9250.0;185.0
2020-2021;128;1373;OTH;73.0;73.0;0.0
2020-2021;128;1374;OTH;1845.0;3249.0;1404.0
2020-2021;128;7;OTH;310802.0;317469.0;6667.0
2020-2021;128;991;POST;52915.0;84193.0;31278.0
2020-2021;129;1019;OTH;100.0;100.0;0.0
2020-2021;129;1023;OTH;100.0;100.0;0.0
2020-2021;129;1160;OTH;0.0;0.0;0.0
2020-2021;129;1161;OTH;0.0;0.0;0.0
2020-2021;129;1162;OTH;0.0;0.0;0.0
2020-2021;129;1163;OTH;0.0;0.0;0.0
2020-2021;129;1164;OTH;0.0;0.0;0.0
2020-2021;129;1165;OTH;0.0;0.0;0.0
2020-2021;129;2122;OTH;0.0;0.0;0.0
2020-2021;129;2124;OTH;100.0;100.0;0.0
2020-2021;129;2126;OTH;0.0;0.0;0.0
2020-2021;129;2127;OTH;0.0;0.0;0.0
2020-2021;129;2128;OTH;0.0;0.0;0.0
2020-2021;129;2477;OTH;0.0;0.0;0.0
2020-2021;129;2564;ONL;0.0;0.0;0.0
2020-2021;129;2566;OTH;0.0;0.0;0.0
2020-2021;130;1211;ONL;96.0;96.0;0.0
2020-2021;130;1218;ONL;268.0;274.0;6.0
2020-2021;130;1221;FAX;5987.0;6062.0;75.0
2020-2021;130;1221;TEL;8523.0;8629.0;106.0
2020-2021;130;1222;ONL;1209.0;1209.0;0.0
2020-2021;130;1234;ONL;38.0;38.0;0.0
2020-2021;130;1235;EML;300797.0;415280.0;114483.0
2020-2021;130;1235;ONL;262636.0;415280.0;152644.0
2020-2021;130;1235;POST;196977.0;311460.0;114483.0
2020-2021;130;1237;ONL;268357.0;268357.0;0.0
2020-2021;130;1243;ONL;430.0;648.0;218.0
2020-2021;130;1244;EML;164.0;175.0;11.0
2020-2021;130;1244;ONL;42.0;50.0;8.0
2020-2021;130;1244;PERSON;42.0;50.0;8.0
2020-2021;130;1244;POST;164.0;175.0;11.0
2020-2021;130;1244;TEL;42.0;50.0;8.0
2020-2021;130;1248;ONL;1356.0;1474.0;118.0
2020-2021;130;1250;EML;11.0;11.0;0.0
2020-2021;130;1250;POST;11.0;11.0;0.0
2020-2021;130;1253;FAX;15039.0;18863.0;3824.0
2020-2021;130;1253;ONL;10347.0;14155.0;3808.0
2020-2021;130;1253;PERSON;10347.0;14155.0;3808.0
2020-2021;130;1253;POST;10347.0;14155.0;3808.0
2020-2021;130;1253;TEL;10347.0;14155.0;3808.0
2020-2021;130;1255;FAX;11600.0;12563.0;963.0
2020-2021;130;1255;ONL;11600.0;12563.0;963.0
2020-2021;130;1255;PERSON;11600.0;12563.0;963.0
2020-2021;130;1255;POST;11600.0;12563.0;963.0
2020-2021;130;1255;TEL;11600.0;12563.0;963.0
2020-2021;130;1258;FAX;104548.0;135336.0;30788.0
2020-2021;130;1258;ONL;104363.0;134224.0;29861.0
2020-2021;130;1258;PERSON;104680.0;135380.0;30700.0
2020-2021;130;1258;POST;104495.0;135268.0;30773.0
2020-2021;130;1258;TEL;104548.0;135336.0;30788.0
2020-2021;130;1267;FAX;60583.0;70420.0;9837.0
2020-2021;130;1267;ONL;49754.0;58658.0;8904.0
2020-2021;130;1267;PERSON;60583.0;70420.0;9837.0
2020-2021;130;1267;POST;60583.0;70420.0;9837.0
2020-2021;130;1267;TEL;60583.0;70420.0;9837.0
2020-2021;130;1268;ONL;89.0;98.0;9.0
2020-2021;130;1268;TEL;72.0;99.0;27.0
2020-2021;130;1274;FAX;0.0;0.0;0.0
2020-2021;130;1274;ONL;32.0;36.0;4.0
2020-2021;130;1274;POST;0.0;0.0;0.0
2020-2021;130;1274;TEL;166.0;231.0;65.0
2020-2021;130;1276;EML;0.0;0.0;0.0
2020-2021;130;1276;FAX;0.0;0.0;0.0
2020-2021;130;1276;ONL;4408.0;4862.0;454.0
2020-2021;130;1276;POST;0.0;0.0;0.0
2020-2021;130;1276;TEL;13786.0;19110.0;5324.0
2020-2021;130;1282;FAX;2.0;2.0;0.0
2020-2021;130;1282;ONL;649.0;716.0;67.0
2020-2021;130;1282;POST;0.0;0.0;0.0
2020-2021;130;1282;TEL;749.0;1038.0;289.0
2020-2021;130;1287;FAX;0.0;0.0;0.0
2020-2021;130;1287;ONL;24.0;26.0;2.0
2020-2021;130;1287;POST;0.0;0.0;0.0
2020-2021;130;1287;TEL;23.0;30.0;7.0
2020-2021;130;1289;FAX;0.0;0.0;0.0
2020-2021;130;1289;ONL;201.0;222.0;21.0
2020-2021;130;1289;POST;0.0;0.0;0.0
2020-2021;130;1289;TEL;303.0;420.0;117.0
2020-2021;130;1291;ONL;66.0;68.0;2.0
2020-2021;130;1301;EML;636.0;652.0;16.0
2020-2021;130;1304;EML;1391.0;1391.0;0.0
2020-2021;130;1304;FAX;3.0;3.0;0.0
2020-2021;130;1304;ONL;7614.0;7614.0;0.0
2020-2021;130;1304;POST;305.0;305.0;0.0
2020-2021;130;1306;EML;5407.0;5677.0;270.0
2020-2021;130;1306;ONL;21618.0;23109.0;1491.0
2020-2021;130;1306;OTH;4692.0;4876.0;184.0
2020-2021;130;1306;POST;184.0;196.0;12.0
2020-2021;130;1307;EML;246.0;373.0;127.0
2020-2021;130;1307;TEL;246.0;373.0;127.0
2020-2021;130;1315;ONL;11795.0;11795.0;0.0
2020-2021;130;1323;FAX;0.0;0.0;0.0
2020-2021;130;1323;ONL;4.0;4.0;0.0
2020-2021;130;1323;POST;0.0;0.0;0.0
2020-2021;130;1323;TEL;23.0;30.0;7.0
2020-2021;130;1332;FAX;22.0;24.0;2.0
2020-2021;130;1332;ONL;16750.0;18476.0;1726.0
2020-2021;130;1332;POST;0.0;0.0;0.0
2020-2021;130;1332;TEL;47895.0;66390.0;18495.0
2020-2021;130;1338;ONL;132.0;132.0;0.0
2020-2021;130;1338;PERSON;57.0;84.0;27.0
2020-2021;130;1340;ONL;533.0;546.0;13.0
2020-2021;130;1345;ONL;8.0;8.0;0.0
2020-2021;130;1345;OTH;4.0;7.0;3.0
2020-2021;130;2015;FAX;14583.0;18067.0;3484.0
2020-2021;130;2015;ONL;14583.0;18067.0;3484.0
2020-2021;130;2015;PERSON;7295.0;10475.0;3180.0
2020-2021;130;2015;POST;14583.0;18067.0;3484.0
2020-2021;130;2015;TEL;26801.0;49427.0;22626.0
2020-2021;130;2082;ONL;65.0;65.0;0.0
2020-2021;130;2083;ONL;66.0;66.0;0.0
2020-2021;130;2084;ONL;58.0;58.0;0.0
2020-2021;130;2227;ONL;0.0;0.0;0.0
2020-2021;130;2229;EML;0.0;0.0;0.0
2020-2021;130;2229;FAX;0.0;0.0;0.0
2020-2021;130;2229;ONL;464.0;512.0;48.0
2020-2021;130;2229;POST;0.0;0.0;0.0
2020-2021;130;2229;TEL;1112.0;1542.0;430.0
2020-2021;130;2240;OTH;0.0;0.0;0.0
2020-2021;132;2110;TEL;1171.0;1171.0;0.0
2020-2021;132;2286;OTH;1783.0;2519.0;736.0
2020-2021;132;2287;OTH;81.0;107.0;26.0
2020-2021;132;2290;OTH;1054.0;1054.0;0.0
2020-2021;132;2291;TEL;8725.0;8725.0;0.0
2020-2021;132;659;OTH;120.0;127.0;7.0
2020-2021;132;660;OTH;1352.0;1501.0;149.0
2020-2021;132;661;OTH;152.0;198.0;46.0
2020-2021;132;662;OTH;371.0;380.0;9.0
2020-2021;132;663;OTH;191.0;239.0;48.0
2020-2021;133;1050;ONL;0.0;0.0;0.0
2020-2021;133;1052;OTH;0.0;0.0;0.0
2020-2021;133;1058;OTH;35.0;35.0;0.0
2020-2021;133;1064;ONL;482.0;958.0;476.0
2020-2021;133;1064;OTH;67.0;95.0;28.0
2020-2021;133;1065;EML;247.0;247.0;0.0
2020-2021;133;1065;OTH;50.0;50.0;0.0
2020-2021;133;1066;ONL;2299.0;2849.0;550.0
2020-2021;134;1260;ONL;0.0;0.0;0.0
2020-2021;134;1521;OTH;0.0;0.0;0.0
2020-2021;134;1578;ONL;0.0;0.0;0.0
2020-2021;134;1588;POST;128.0;128.0;0.0
2020-2021;134;1640;ONL;1658.0;1745.0;87.0
2020-2021;134;1641;ONL;265.0;279.0;14.0
2020-2021;134;1643;ONL;0.0;0.0;0.0
2020-2021;134;1644;ONL;0.0;0.0;0.0
2020-2021;134;1645;ONL;441.0;465.0;24.0
2020-2021;134;1647;ONL;0.0;0.0;0.0
2020-2021;134;1654;ONL;0.0;0.0;0.0
2020-2021;134;1670;EML;0.0;0.0;0.0
2020-2021;134;1670;POST;0.0;0.0;0.0
2020-2021;134;1670;TEL;0.0;0.0;0.0
2020-2021;134;1672;OTH;0.0;0.0;0.0
2020-2021;134;1673;OTH;0.0;0.0;0.0
2020-2021;134;1673;POST;0.0;0.0;0.0
2020-2021;134;1709;ONL;0.0;0.0;0.0
2020-2021;134;1711;ONL;0.0;0.0;0.0
2020-2021;134;2574;ONL;0.0;0.0;0.0
2020-2021;134;2585;ONL;0.0;0.0;0.0
2020-2021;134;2586;ONL;0.0;0.0;0.0
2020-2021;134;2587;ONL;0.0;0.0;0.0
2020-2021;134;2588;ONL;0.0;0.0;0.0
2020-2021;134;2589;ONL;0.0;0.0;0.0
2020-2021;134;2590;ONL;0.0;0.0;0.0
2020-2021;134;2591;ONL;0.0;0.0;0.0
2020-2021;134;2592;ONL;0.0;0.0;0.0
2020-2021;134;2593;ONL;0.0;0.0;0.0
2020-2021;134;2595;ONL;1.0;1.0;0.0
2020-2021;134;2596;ONL;0.0;0.0;0.0
2020-2021;134;2597;ONL;0.0;0.0;0.0
2020-2021;134;2598;ONL;89.0;118.0;29.0
2020-2021;134;2603;ONL;10.0;10.0;0.0
2020-2021;134;2605;ONL;0.0;0.0;0.0
2020-2021;134;2607;ONL;0.0;0.0;0.0
2020-2021;134;2610;ONL;69.0;72.0;3.0
2020-2021;134;2616;EML;26.0;28.0;2.0
2020-2021;134;2617;OTH;90.0;100.0;10.0
2020-2021;135;2297;ONL;33.0;33.0;0.0
2020-2021;135;278;ONL;4.0;4.0;0.0
2020-2021;135;280;ONL;13.0;13.0;0.0
2020-2021;135;282;ONL;57.0;64.0;7.0
2020-2021;135;283;ONL;4.0;4.0;0.0
2020-2021;135;284;ONL;1.0;2.0;1.0
2020-2021;135;288;ONL;25.0;29.0;4.0
2020-2021;135;335;ONL;34.0;40.0;6.0
2020-2021;135;337;ONL;114.0;130.0;16.0
2020-2021;135;339;ONL;2.0;2.0;0.0
2020-2021;135;341;ONL;11.0;17.0;6.0
2020-2021;135;344;ONL;70.0;94.0;24.0
2020-2021;135;351;ONL;11.0;14.0;3.0
2020-2021;135;352;ONL;49.0;55.0;6.0
2020-2021;135;353;ONL;0.0;0.0;0.0
2020-2021;135;354;ONL;0.0;0.0;0.0
2020-2021;135;355;ONL;0.0;0.0;0.0
2020-2021;135;356;ONL;0.0;0.0;0.0
2020-2021;135;767;ONL;23.0;24.0;1.0
2020-2021;135;775;ONL;64.0;151.0;87.0
2020-2021;135;795;ONL;6.0;8.0;2.0
2020-2021;135;810;ONL;26.0;28.0;2.0
2020-2021;135;811;ONL;269.0;270.0;1.0
2020-2021;135;813;ONL;0.0;0.0;0.0
2020-2021;135;814;ONL;3.0;3.0;0.0
2020-2021;135;815;ONL;10.0;10.0;0.0
2020-2021;135;816;ONL;15.0;15.0;0.0
2020-2021;135;817;ONL;4.0;4.0;0.0
2020-2021;135;818;OTH;52.0;52.0;0.0
2020-2021;135;845;PERSON;12.0;12.0;0.0
2020-2021;135;882;ONL;122.0;135.0;13.0
2020-2021;136;10;ONL;9979.0;10775.0;796.0
2020-2021;136;1095;OTH;8929350.0;8929350.0;0.0
2020-2021;136;1103;ONL;36.0;36.0;0.0
2020-2021;136;1130;ONL;970.0;1000.0;30.0
2020-2021;136;1144;OTH;1184717.0;1543416.0;358699.0
2020-2021;136;1147;ONL;4064.0;4326.0;262.0
2020-2021;136;13;TEL;10663.0;12186.0;1523.0
2020-2021;136;843;ONL;4512.0;4512.0;0.0
2020-2021;136;844;ONL;1873.0;1876.0;3.0
2020-2021;136;870;ONL;320509.0;378427.0;57918.0
2020-2021;136;870;OTH;18665.0;19030.0;365.0
2020-2021;136;871;OTH;25454.0;25819.0;365.0
2020-2021;136;872;OTH;19632.0;20004.0;372.0
2020-2021;136;900;OTH;43147.0;43687.0;540.0
2020-2021;136;900;TEL;358871.0;432247.0;73376.0
2020-2021;136;902;OTH;443054511.0;443060041.0;5530.0
2020-2021;136;902;TEL;755306.0;842881.0;87575.0
2020-2021;136;903;OTH;600.0;600.0;0.0
2020-2021;136;904;OTH;34288110.0;40000000.0;5711890.0
2020-2021;136;905;OTH;56.0;56.0;0.0
2020-2021;136;906;OTH;0.0;0.0;0.0
2020-2021;136;908;ONL;8753.0;8760.0;7.0
2020-2021;136;909;OTH;0.0;0.0;0.0
2020-2021;136;910;OTH;141.0;142.0;1.0
2020-2021;136;914;EML;1666.0;1683.0;17.0
2020-2021;136;916;OTH;450.0;457.0;7.0
2020-2021;136;938;ONL;75482.0;89708.0;14226.0
2020-2021;136;938;OTH;48294.0;58481.0;10187.0
2020-2021;136;938;TEL;17263.0;20904.0;3641.0
2020-2021;136;939;ONL;25308.0;25447.0;139.0
2020-2021;136;940;OTH;1917.0;5774.0;3857.0
2020-2021;136;960;ONL;1188.0;1321.0;133.0
2020-2021;137;1208;EML;34.0;40.0;6.0
2020-2021;137;1993;ONL;289.0;424.0;135.0
2020-2021;137;1994;EML;3.0;3.0;0.0
2020-2021;137;1995;TEL;5621.0;5970.0;349.0
2020-2021;137;2007;ONL;23270.0;23297.0;27.0
2020-2021;137;2038;OTH;91.0;98.0;7.0
2020-2021;137;2094;ONL;0.0;0.0;0.0
2020-2021;137;2095;ONL;0.0;0.0;0.0
2020-2021;137;243;ONL;29.0;46.0;17.0
2020-2021;137;245;ONL;29.0;34.0;5.0
2020-2021;137;247;ONL;9.0;9.0;0.0
2020-2021;137;2505;OTH;2.0;2.0;0.0
2020-2021;137;254;ONL;0.0;0.0;0.0
2020-2021;137;255;EML;23.0;23.0;0.0
2020-2021;137;262;ONL;1717.0;1819.0;102.0
2020-2021;137;263;EML;201.0;251.0;50.0
