fiscal_yr;org_id;department_en;department_fr;online_e2e_count;service_count;online_e2e_pc;num_applications_online;num_applications_by_phone;num_applications_by_mail;num_applications_in_person;num_applications_by_other_fax_and_email;service_with_std_count;service_count;services_with_standards_percentage;service_standard_met;service_standard_count;standards_met_percentage
2024-2025;65;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;27;125;0.216;NANANANANANANDNANANANANANANANANDNANANANANANANDNANANDNANANANANDNANANANDNA15NA270NANANA779818061NAND57NANDNA25910NDNANANANANANDNDNA3038000355222910173364116NAND1NANANA1498NANANANANANDNANANANANANDND3337NANA2218NANA227NANDNANA253311204850NANANANANDNANDNANANA0NA627033015244518367455NANDNA;NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA19450NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA;NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNANDNDNDNDNANDND0NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDND000000NDND0NDNDND0NDNA000NDNDNDNDNDNDNDND0NDND0NDND0NDNDNDND0000NDNDNDNDNDNDNDNDNDNDND20ND00000000NDNDND;NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNANDNDNDNDNANDND0NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDND000000NDND0NDNDND0NDNA000NDNDNDNDNDNDNDND0NDND0NDND0NDNDNDND0000NDNDNDNDNDNDNDNDNDNDND0ND00000000NDNDND;NDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNANANANDNANDNDNANDNDNANDNDNANDNANA1177NDNANDNDNAND12525800196447NANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNAND49NANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNAND00376000000000000000000NDNANDNDNAND000NDNANDNDNANDNDNAND0016NDNDNDNANA794003008400078NDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNAND00280NDNANDNDNAND6539000NDNANDNDNAND000NDNANDNDNANDNDNANDNDNAND000000000000NDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNANDNDNAND000NDNAND00000380022500300000000ND006NDNANDNDNANDNDNAND;23;125;0.184;23.0;28.0;0.8214285714285714
2024-2025;69;Canadian Grain Commission;Commission canadienne des grains;2;13;0.15384615384615385;NA206NANANANANANANANA317NAND;NANANANANANANANANDNANANANA;00NA9066NANA23442NANA109NA1ND;NANANANDNANANANANANANANAND;NANA67NANA0NANANANANANANANA6NANA1925NANANANANA2473NANA8767NANANANANANANANA159NDNDND;9;13;0.6923076923076923;9.0;9.0;1.0
2024-2025;122;Canadian Heritage;Patrimoine canadien;3;71;0.04225352112676056;13810000000000001084001800000037215623510318322069564327025844910003900000620613059778710000000000000300000;00000000000NA000000000000000000000000000000000002150000000000000000000000;700000000000000100000000000000000000000040000000000000000000000000000ND0;00000000000000000000000000000000000000000000000002000000000000000000000;002320047001000008100000187600220068007003550011800000240064003000800160002900480089900525000000000000000001700340000000000010085000000003540040019400000127000003800010130148000002200034120340034318500000001900300800300105002500700111002700415001300150043001000001620244800300028;52;71;0.7323943661971831;111.0;145.0;0.7655172413793103
2024-2025;71;Canadian Human Rights Commission;Commission canadienne des droits de la personne;4;9;0.4444444444444444;NDNDND1431NDNDNDNDND;NDNDND0NDNDNDNDND;NDNDND251NDNDNDNDND;NDNDND0NDNDNDNDND;NDNDNDNDNDNDNDNDND002009NDNDNDNDNDNDNDNDNDNDNDNDNDNDND;0;9;0.0;;;
2024-2025;74;Canadian Institutes of Health Research;Instituts de recherche en santé du Canada;0;5;0.0;NANANA10992NA;NANANANANA;NANANANANA;NANANANANA;NANA35695NANA22409NANANANANANANANANA;2;5;0.4;6.0;10.0;0.6
2024-2025;76;Canadian Intergovernmental Conference Secretariat;Secrétariat des conférences intergouvernementales canadiennes;2;2;1.0;00;00;00;00;0010300163;2;2;1.0;4.0;4.0;1.0
2024-2025;86;Canadian Northern Economic Development Agency;Agence canadienne de développement économique du Nord;1;3;0.3333333333333333;49NANA;0NANA;0NA0;7NA0;0037NANANANA0343;2;3;0.6666666666666666;3.0;4.0;0.75
2024-2025;87;Canadian Nuclear Safety Commission;Commission canadienne de sûreté nucléaire;0;8;0.0;00000000;00000000;00000000;00000000;0000000000000000068000000;6;8;0.75;10.0;10.0;1.0
2024-2025;93;Canadian Radio-television and Telecommunications Commission;Conseil de la radiodiffusion et des télécommunications canadiennes;3;3;1.0;NA2611039;064350;NA00;NA00;NANANA2533800000;3;3;1.0;6.0;6.0;1.0
2024-2025;95;Canadian Space Agency;Agence spatiale canadienne;11;19;0.5789473684210527;8977NA14607701326NA8NA306365329NANA8760NA49NANA;NANANANANANANANANANANANANANANANANANANA;NANANANANA0NANANANANANANANANANANANANA;NANANANANANANANANANANANANANANANANANANA;NANA11NANANANANA169062NANANANANANANANANANANA46NANANANANA2NANANANANANANANANANANA365NANA365NANANANANANANANA3021NANA132NANA204;18;19;0.9473684210526315;22.0;26.0;0.8461538461538461
2024-2025;99;Canadian Transportation Agency;Office des transports du Canada;3;3;1.0;47413NA1174;NDNA0;NDNA0;NDNA0;NDNDNDNANANA0081;2;3;0.6666666666666666;4.0;5.0;0.8
2024-2025;297;Civilian Review and Complaints Commission for the RCMP;Commission civile d’examen et de traitement des plaintes relatives à la GRC;3;3;1.0;45253600;21NA0;145NDNA;400;33143121NANDNANANANA;2;3;0.6666666666666666;1.0;3.0;0.3333333333333333
2024-2025;114;Copyright Board Canada;Commission du droit d'auteur Canada;0;2;0.0;2734;00;00;00;000000;2;2;1.0;0.0;0.0;
2024-2025;117;Correctional Service Canada;Service correctionnel Canada;3;3;1.0;93883ND;NANAND;594567ND;NANAND;NA40NANA14NANDNDND;3;3;1.0;5.0;6.0;0.8333333333333334
2024-2025;118;Courts Administration Service;Service administratif des tribunaux judiciaires;0;2;0.0;NANA;NDND;NDND;NDND;NANDNDNANDND;0;2;0.0;;;
2024-2025;129;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;1;39;0.02564102564102564;NANANANA00ND0038000NA0NANA607NA0NA771ND79NANANANANANANANA87NANANANANANA;289100NA00ND000000ND0NANA0NA0NA0NA0NANANANANANANANANANA00000;2530NA00ND0000200NA0NANA000NA2ND1NANANANANANANDND31NA00000;NANANANA00ND000000NA0NANA0NA0NA0ND0NANANANANANANANANANA00000;NANA1042NANA420NA0NANANA00ND000NDND2300000000000000000020NAND000NANA64NANANA0000NA2600160NANANA0061NDNDND01399NANANANANA35NANANANANANANANANANANANANANA15NANA15NANA6NANA12000500153003102000;32;39;0.8205128205128205;18.0;18.0;1.0
2024-2025;124;Department of Finance Canada;Ministère des Finances Canada;1;4;0.25;NANANANA;NANANANA;NANANANA;NANANANA;NANANANANANANANANANANA142245;0;4;0.0;;;
2024-2025;348;Department of Indigenous Services;Ministère des Services aux Autochtones;9;89;0.10112359550561797;000000000000000000106000000006900000000000000000000000000000000000000000000000000000000000000;00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0003463000155802626162217000000002800000000000000000000000000000000000003820000000000000000000000000000000;0000000001798039753000000000000000000000000000000000000000000000000000000000000000000000000000000;00000000000000000000000399200273200000000000000000000000000000601000000009000000000000000000000000000000000000000000000000000000000000000000002040000000000000000000000000092540100002070099000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;15;89;0.16853932584269662;7.0;20.0;0.35
2024-2025;132;Department of Justice Canada;Ministère de la Justice Canada;1;14;0.07142857142857142;3203112003444500000NA000;0000000000NA000;0024575082210000NA000;0000000000NA000;00520070667340323000094947042395008170027100700000206NANANA00000448000;13;14;0.9285714285714286;20.0;26.0;0.7692307692307693
2024-2025;128;Employment and Social Development Canada;Emploi et Développement social Canada;14;30;0.4666666666666667;NA17477911648664521747718090918577866452NAND197041539112934698404090NANANA170906732794132563NANA51015NA492589599NA75521214352NA;NANANANANANANANANANA32250NANANANDNANANANAND0NANANA977NANA0NANA;NA178ND316471785219496566931647NANDNA967549NANANDNANANANANDNANANANA21924746NA2948NDNA;NANANDNANANANANANANDNA2674125223073NANANANANANANDNANANANANANANA1551585NDNA;NANA6NANANA436NANANANANANANANA886653NANANANANANANANANANANANDNANA322093NANA1610059NANA53349NANANANANA272NDNDNANANANANANA37771NANA37771NANA2615NDNDNANANA5359NANANANANA511NANANA19142715551NANANANANA343691NANA160NANANANA1210;28;30;0.9333333333333333;48.0;71.0;0.676056338028169
2024-2025;137;Environment and Climate Change Canada;Environnement et Changement climatique Canada;2;43;0.046511627906976744;NA46NANANANANANANA77830NANDNDNA1040NA42987NANA1927NANANANANA137NANAND155NANANANANANANANANANA333;NA0NANANANANANANANANANDNDNANA0NA0NANANANANANANANANANANA00000NANANANANANANANANANANA0;NA0NANANANANANANANANANDND161700NA0NANANA390NANANANANANANANDNANANANANANANANANANANA5;NA0NANANANANANANANANANANANA00NA0NANANANANANANANANANANANANANANANANANANANANANANANA0;NANANA00NANANA115NANANANANANANANANANANANANANANANANANA82589NANANANA150NANDNDNANDNDNANA392174NANA212007NANANANANA113NANANANANANANANANANANA10NANA3621NANANANANANANANANANANA8NANANANANA2NANANANANDNDNANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA1690164;32;43;0.7441860465116279;39.0;53.0;0.7358490566037735
2024-2025;222;Farm Products Council of Canada;Conseil des produits agricoles du Canada;0;2;0.0;00;00;00;00;000000;2;2;1.0;0.0;0.0;
2024-2025;561;Federal Economic Development Agency for Northern Ontario;Agence fédérale de développement économique pour le Nord de l’Ontario;0;2;0.0;NANA;NANA;NDNA;NANA;253NDNDNANANA;1;2;0.5;1.0;3.0;0.3333333333333333
2024-2025;150;Federal Economic Development Agency for Southern Ontario;Agence fédérale de développement économique pour le Sud de l'Ontario;1;2;0.5;01477;00;0NA;00;000NANANA;1;2;0.5;2.0;2.0;1.0
2024-2025;151;Financial Consumer Agency of Canada;Agence de la consommation en matière financière du Canada;1;2;0.5;03160;00;0178;00;00000213;1;2;0.5;1.0;2.0;0.5
2024-2025;152;Financial Transactions and Reports Analysis Centre of Canada;Centre d'analyse des opérations et déclarations financières du Canada;0;6;0.0;000162400;000000;000000;000000;000000000000000000;3;6;0.5;0.0;0.0;
2024-2025;125;Fisheries and Oceans Canada;Pêches et Océans Canada;3;80;0.0375;NANANANANANA0NANANANANANANANDNANANANANANANANANANA0NA3NDNANA0NA00NANANANANANDNDNDNANANDNDNDNANANANDNANANANANANANANA129529NANANANDNDNANDNDNANANANANANANANANDNANA;NDNDNDNDNAND0NANDNDNANDNANANDNANDNANANANANANDNANANDNANANANANA0NA00NANDNDNDNDNANDNANA0NANDNDNDNANANANDNDNANANANANANANDNDNANANDNDNANANANANDNANANANANDNDNDNANA;NDNDNDNDNANA014NDNANANANANANANANANANANANANANANANANANANANANANA0NA00NANDNANDNDNDNDNANANANANDNANANANANANANANANANANANANANANDNANANDNDNANANANANANANANANANANANDNANA;NDNDNDNDNAND0NANDNANANDNDNANANANANANANANANANDNANANANANANANANA0NA00NANDNDNDNDNANDNANANANANDNDNDNANANANANDNANANANDNA11NANDNANANDNDNANANDNANANANANANANANDNDNANA;NANDNDNANDNDNANDNDNANDNDNANANDNANA130000NANA128NDNDNDNDNAND68NANANANA6NANANDNANANANANDNDNANANDNANDNDNANANDNANANDNANANDNANANDNANANDNANANDNANANDNANANANANA40NANA3368NA45NANA194NANANDNANAND000NANAND0020068NDNANANANANDNANA122NANAND1368NDNDNANANDNANDNDNDNANANDNANANANA12NANANANANDNDNANANDNANANDNANANDNANANDNANANANANANDNANANANANANDNDNANANANANDNANANDNDNANANANANANANANDNANANDNANANDNANANDNANDNDNANDNDNANANDNANANANDNANDNDNANANANANDNDNANANANA18NANANDNANANDNANANDNANANDNANDNDNANANDNANAND;58;80;0.725;54.0;65.0;0.8307692307692308
2024-2025;126;Global Affairs Canada;Affaires mondiales Canada;16;82;0.1951219512195122;ND4392NANDNDNANANA00NANANA154NA488NANANANANDNDNANANA73NANANANANA84487200860NANANANANDNANANANANANA64952014545NANANANANANDNDNDNDNANANANANANANANANANANANDNANANANANA0NANDNDNANANANA;NANANANANANANANANANANANANANANANANANANANANDNDNANDNA0NANANANANA00NANANANANANANANANANANANANANANANANANANANANDNDNDNDNANANANANANANANANANANANDNANANANANANANANDNDNANANANA;NA88NDNANDNANANA00NDNANANANANANANANANANDNDNANANA0NANANANANA400NANANANANDNDNANANANANANANANANANANANANANANDNDNDNDNANANANANANANA98372NANANANDNANANANANA00NDNDNANANANA;NANANANANANANANANANANANANANANANANANANANANDNDNANANA1NANANANANA00NANANANANDNDNANANANANANANANANANANANANANANDNDNDNDNANANANANANANA111259NANANANDNANANANANANANANDNDNANANANA;NANANDNANA438NANANDNANANANANDNDNANA796NANANANANANANANA0NANA9NANANANANANANANA230NANANANANANANANANANANA1NANANANANANANANANANDNDNDNANDNDNANANANDNANDNANANANANA128NANANANANANANANANANANANANANANANA10025000050NANANANANANDNANANDNANA31NDNDNDNDNDNDNDNANDNDNANDNANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANDNANANANDNDNDNDNDNDNDNDNDNDNDNDNANA41NANANANANA3447NANA1228NANANANANANANANANANANANANANA57NANANANANANDNDNDNDNANANDNANANANANANA287000NANANANANDNANA2NANA0NDNDNDNANANDNANANANANANANANANANANANA;42;82;0.5121951219512195;16.0;23.0;0.6956521739130435
2024-2025;127;Health Canada;Santé Canada;29;83;0.3493975903614458;NANANANA179411896ND20300NA000NANANANANANANANANA71NANA21783368560000433015731763106855409NA710146000000000197107991611970415NANANANANANANANANANANANANA385NANANANANANANANANANA998NANA;NANANANANA58815NDNA00NA0500NANANANANANA0NANANANA0000000NANANANANANANANANANANA000000000NANA32250NANANANANANANANANANANANANANANANANANANANANANANANANANANA;NA0NA40126NANDNA2038NA0000NANANANANANANANANA66410000000NANANANANANANA2NANANA0000000001592750NANANANANANANANANANANANANANANANANANANA14752NANANANANA0NANA;NA53NANA0NANDNA00NA0000NANANANANANANANANA7NA0000000NANANANANANANANANANANA000000000NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA;NANA2130966860691NANANANANA7133NA0139NANANDNDNDNDNANANA5400100020000155584NANANA00200010005000500NANANA0NANANANANANANA4NANA4NANANANANANANANA1046NANANANANANANANANA00000002546943720012149005253001587000NANANANANANANANANANANANANANANANANANANANANA26NA2963NANANANANA9NANANA0025430079100339002956001089849600106100821200001196NANA504NANANA322093NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA5NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA0998NANANANANANA;44;83;0.5301204819277109;34.0;50.0;0.68
2024-2025;237;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;3;18;0.16666666666666666;00001655857000015500120521330;000000000000000000;000000000000000001;000000000000000000;0000000000000000000000000000000000000023700110000000035001851;18;18;1.0;30.0;33.0;0.9090909090909091
2024-2025;174;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;1;1;1.0;ND;ND;ND;ND;NDNDND;0;1;0.0;;;
2024-2025;123;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;16;20;0.8;3336701296171213075765533400360321065470017081001017541530331389614254032422239050480280;000000000001808216000000NA0;0188654652389039845190004542800412455757393179959493614970;0409185125421027000000222042361451297834718;0001710648462019985206326170133461000017700748700000142103001844549000008201620150007710000131972014;14;20;0.7;25.0;47.0;0.5319148936170213
2024-2025;63;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;5;10;0.5;0000000000;0000000000;0000000000;0000000000;0000090009000820013100000000380016590033;8;10;0.8;14.0;20.0;0.7
2024-2025;130;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;54;77;0.7012987012987013;8061213893000010374237420361836000000055700002400000011263781252011823720003031209760314222201041905272618220001700029017413647102381009226800000721629032;000010000000000000000000000000000000000000000000000187490000002503000000000028012016497331;00002644080002731780168100000000000000000000000035800000000000001300000000003342420000000001000;00000000000000000000000000000000000000000000000000000000000000000000000000000;00180000000006001060537900000000000127005630020066040000150010000000000000000000000000000000000000000000000000000000000000001000180112764000000000000580000000000000015090000000000007000800113800100000130000000010000004070871987141101682101957000270141073900000000691159000000000010000000;63;77;0.8181818181818182;207.0;232.0;0.8922413793103449
2024-2025;199;Library and Archives Canada;Bibliothèque et Archives Canada;0;12;0.0;06731456910982000122086123256349;00000000000283;0000100008060;001927440000000361;3013200000000000269400000000100006400000005612031;0;12;0.0;;;
2024-2025;210;Military Police Complaints Commission of Canada;Commission d'examen des plaintes concernant la police militaire du Canada;0;2;0.0;00;00;00;00;000000;0;2;0.0;;;
2024-2025;133;National Defence;Défense nationale;5;16;0.3125;000033732774310000000000;0000001530146100000100;0000000000000000;0000000000000000;00190700744000049000000000000133000020600800278300830000102009800187;5;16;0.3125;10.0;13.0;0.7692307692307693
2024-2025;223;National Film Board;Office national du film;2;4;0.5;NDND321295;NAND100NA;NANDNANA;NANANANA;NANANANANANDNANA3498NANANA;4;4;1.0;0.0;0.0;
2024-2025;228;National Research Council Canada;Conseil national de recherches Canada;8;15;0.5333333333333333;NANA177NANA66181129NANANA31704955NANA299;NANANANANA2NANANANANANANANA0;NANANANANA18NANANANANANANANA0;NANANANANA0NANANANANANANANA0;20NANANANANANANANA1223NANANANA22401038465NANA842985NANA3611NANA22656NANANANANANANA3739260NANA1016NANA000;14;15;0.9333333333333333;25.0;30.0;0.8333333333333334
2024-2025;302;National Security and Intelligence Review Agency Secretariat;Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement;1;4;0.25;NA031NA;NA12NANA;NA754NA;NA00NA;NANANA001310081100NANA;0;4;0.0;;;
2024-2025;134;Natural Resources Canada;Ressources naturelles Canada;27;80;0.3375;NANA263590NANA0278263NANA0NA0NA0NANA0163NANANDNANA000681135NANANANA0722026076770NANA0000509NA0NANA0204246137014300890NANANA520NA01556NA000NA5NA5600NANANA;NA0NA0NA00000000000000NA000000000NANANANA00000NA0000000NANA00000NA00NA00NANANANA13NA00NA000NA0NA113900NANANA;NANA1330NANA00NANA0NANANA0NANA00NANANANANA00000NANANANA00000NANA000000NANANANA000NA00000NANANANA0NA00NA013270NA0NA000NANANA;NANANA0NANA00NANA0NANANA0NANA00NANANANANA00000NANANANA00000NANA000000NANANANA000NA00000NANANANA0NA00NA000NA0NA000NANANA;NANANANANANA60000NANA0048NANANANANA4000000NANANANANANA002NANA0NANANANANANA00158NANANANANANA001700177NANANANANA2NANA15NANANANANA00030000090000030NANANANANANANANANA75NANA001800000500484NANA0NANANANANA1000004900130069000000NANANANANA137NANA6NANA0000000240000NANA3009005100310014000NANANANANANANANANANANA106001046NANANA008000316NANANA8189013991844002330303NANANA000NANANA00654000002NANANANANANANANA18;33;80;0.4125;41.0;49.0;0.8367346938775511
2024-2025;230;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;6;6;1.0;713410126250956NANA;NANANANANANA;NANANANANANA;NANANANANANA;NANA13NANANANANANANANANANANA8256NANANA;5;6;0.8333333333333334;6.0;10.0;0.6
2024-2025;238;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;1;9;0.1111111111111111;NDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDND;9;9;1.0;8.0;9.0;0.8888888888888888
2024-2025;240;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;1;7;0.14285714285714285;NANANANANAND0;NANANA0NAND0;NA16023310NAND0;NANAND0NAND0;302NANANANA22778NANANANANA357NANANA1218NDND00237;0;7;0.0;;;
2024-2025;253;Office of the Superintendent of Financial Institutions Canada;Bureau du surintendant des institutions financières Canada;0;7;0.0;NANANANANANANA;NANANANANANANA;NDNANANANANANA;NANANANANANANA;1207NAND0NANA812NAND22NANDNANANDNANANANANANA;5;7;0.7142857142857143;2.0;7.0;0.2857142857142857
2024-2025;256;Offices of the Information and Privacy Commissioners of Canada;Commissariats à l’information et à la protection de la vie privée du Canada;0;12;0.0;2012NANANANA60413910814661280193631;NANANANDNANANANANANA0NA;142NANANA0NA0NA4771850NA;NANANANANANANANANANA0NA;NANANANANA107NANA137NANA14NA037NANA82NANA0NANA89NANANANANANA00422NANA21;10;12;0.8333333333333334;7.0;10.0;0.7
2024-2025;560;Pacific Economic Development Agency of Canada;Agence de développement économique du Pacifique Canada;2;3;0.6666666666666666;209NANA;0NANA;1NANA;0NANA;008NANA1066NANANA;2;3;0.6666666666666666;2.0;4.0;0.5
2024-2025;263;Parks Canada;Parcs Canada;3;17;0.17647058823529413;NANANA0NA000NA0NANA4650NA0NA;NANANA0NA000NA0NANANA0NA0NA;NANANA0NA000NA0NANANA0NANANA;NANANA0NA000NANANANANA0NA0NA;NANANANANANANANANA000NANANA0079000000NANANA0034NANANANANANANANANA000NANANANANA1271NANANA;9;17;0.5294117647058824;5.0;6.0;0.8333333333333334
2024-2025;227;Parole Board of Canada;Commission des libérations conditionnelles du Canada;4;10;0.4;0000NANANANDNDNA;0000NANANANANANA;551707211117ND0NDNDND0;0000ND0NDNDND0;0000000000008607NDND002484341NDND111NDND1335NDNDNA017;3;10;0.3;2.0;5.0;0.4
2024-2025;266;Patented Medicine Prices Review Board Canada;Conseil d'examen du prix des médicaments brevetés Canada;0;1;0.0;0;0;0;0;0087;0;1;0.0;;;
2024-2025;552;Polar Knowledge Canada;Savoir polaire Canada;1;3;0.3333333333333333;47782;000;000;000;00190072000;3;3;1.0;3.0;5.0;0.6
2024-2025;140;Prairies Economic Development Canada;Développement économique Canada pour les Prairies;2;3;0.6666666666666666;4133320;000;000;000;000000000;2;3;0.6666666666666666;5.0;5.0;1.0
2024-2025;278;Privy Council Office;Bureau du Conseil privé;1;3;0.3333333333333333;0203920;75800;32310;000;007113031499220532;3;3;1.0;0.0;3.0;0.0
2024-2025;280;Public Health Agency of Canada;Agence de la santé publique du Canada;6;20;0.3;NANANANA177NANANA577129NANANANA484NANANANA700;NANANANA0000NANA0NANA585NA00000;NANA0NA3NANANANANANANANANANANANANANA0;NANA53NA0NANANANANANA945NANANANANANANA0;NANA1913NANANA66860691NANANANA032NANANANANANA0054NANANANANANA0NA16NANA2NANANA1084NANANANANANANANANANANANANANANANANA000;20;20;1.0;22.0;26.0;0.8461538461538461
2024-2025;248;Public Prosecution Service of Canada;Service des poursuites pénales du Canada;0;2;0.0;NANA;NANA;NANA;NANA;NANANANANANA;0;2;0.0;;;
2024-2025;135;Public Safety Canada;Sécurité publique Canada;2;35;0.05714285714285714;511098NDNA3680ND163ND0NA263NANANANDNA00NANA00NDNA1040NDND000216ND353;NANANDNANDNANDNAND0NA0NANANANDNDNA0NANANANANDNA0NANDND0NANA0NDND;0NANDNANDNANDNAND0NA0NANANANDNDNA00NANANANDNA0NANDND0NANA0ND1;NANANDNANDNANDNAND0NA0NANANANDNDNA0NANANANANDNA0NANDND0NANA0NDNA;NANA0NANANDNDNDNDNANANANDNDNDNANA1NDNDNDNANANANDND4005NANANA000NANA0NANA0NANANANDNDNDNDNDNDNANA0000NANA12NANA13NANA4NANA0NDNDNDNANA0100NANA4NDNDNDNDNDND0010NANA0NANA6000NDNDNDNDNANA;34;35;0.9714285714285714;47.0;73.0;0.6438356164383562
2024-2025;282;Public Service Commission of Canada;Commission de la fonction publique du Canada;9;19;0.47368421052631576;787582434193083870NANANA3811NA26282872961115283033064177NA;NA0000NANANANANANANA0NANA000NA;NA00000NANANANANANA0NANA000NA;NA00000NANANANANA00NANA000NA;NANANA000000104700000NANANANANANANA0NANANANANANANANA000000NANANANANANA00108061000NANANA;7;19;0.3684210526315789;5.0;7.0;0.7142857142857143
2024-2025;136;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;12;54;0.2222222222222222;NDNA0NA0NANA166061160911NA0NANANA97514NA1284020604348NDNANANANANANANANANA932NANDNANANANANA998NA85405NANANANANDNA0NA644637386NA;NANANANA000NANA00NANANANANA000ND00NDNANDNANANDNDNDNANANANANDNDNANANDNANANA542NANDNANANANA0NANANANA;NANA3NA0NANANA326921NA0NANANDNA72000000NDNANANANANANANANANA63NANDNANANANANANANANANANANANANANA0NANANANA;NANANANA0NANA0NANA0NANANANANA000000NDNANANANANANANDNANANANANDNANANANANANANANANANANANDNANA0NANANAND;NANANDNANA1384NANA221NANANA000NANA356NANA530NA0NA7436744666NANANDNA00NANANANANA7464NAND13145NANANANA232254003510420000475000830209327NDNDNDNANANDNANANDNANANDNANANDNANANDNANANDNDNANDNANANDNANANDNANA750NANANA169120NANDNANANDNANANDNANA101NANA17NANA1NANA2074NANA593NANANANANA2156NANANDNDNANDNANANDNANANANANA15005496NANANANANANANANANANANAND;38;54;0.7037037037037037;53.0;63.0;0.8412698412698413
2024-2025;295;Royal Canadian Mounted Police;Gendarmerie royale du Canada;8;55;0.14545454545454545;00000NDNDNDNDNANANANANDNDNA030777888696NA0NA00NA19911NANDNANANANA141616972NDNANDNDNDNANAND0020977NDND79462NDNDNDNDNANA;01000NDNDNDNDNANANANANDNDNA0000ND0NANANANANA0NDNANANANA0NANDNANDNDNDNANANDND0NANDNA25415NDNDNDNANANA;00000NDNDNDNDNANANANANDNDNA0202603986NDNA0000NA40999NANDNANANA02462NANDNANDNDNDNANAND00NA0ND22NDNDNDNANANA;00000NDNDNDNDNANANANANDNDNA000NANA065681600NA0NANDNANANANANDNANDNANDNDNDNANAND00NA0NDNDNDNDNDNANANA;00000000360099000NDNDNDNDNDNDNDNDNDNDNDNDNDNA147NANANANANANANANANANDNDNDNDNDNDNANANA000000000NANANANANANANAND12723200NANA186NANANANA380NANANA000NANANANDNDNDNANANANANANANANANDNANA11NA01009NANA57280NDNDNDNANANANDNDNDNDNDNDNDNDNDNANANANANANANDNDND000000NANANA00NDNDNDNDNDND3580NDNDNDNDNDNDNDNDNDNDNDNDNANANANANANA;14;55;0.2545454545454545;14.0;20.0;0.7
2024-2025;305;Shared Services Canada;Services partagés Canada;5;11;0.45454545454545453;94893ND130869031130516040NDNDND5537;60986670NDNDND3;00000000000;00000000000;000000000000000000000000000000000;7;11;0.6363636363636364;3.0;7.0;0.42857142857142855
2024-2025;306;Social Sciences and Humanities Research Council of Canada;Conseil de recherches en sciences humaines du Canada;6;7;0.8571428571428571;344254418371270NAND1452;NANANANANANANA;NANANANANANANA;NANANANANANANA;NANANANANANANANANANANANA23412NANANANANANANANA;6;7;0.8571428571428571;15.0;15.0;1.0
2024-2025;313;Statistics Canada;Statistique Canada;23;23;1.0;05000005284000000000000362541080;00000000000100600000000;00000000000000000000000;050000000005001200000000;0000059290054900134144008000162100420000000010000000450000001003500000000120000000000000077;23;23;1.0;34.0;36.0;0.9444444444444444
2024-2025;247;The Correctional Investigator Canada;L'Enquêteur correctionnel Canada;0;3;0.0;NANANA;NDNDND;18NDND;000;0NDND0NDND0NDND;0;3;0.0;;;
