fiscal_yr;service_id;online_interaction_point;activation;online_interaction_point_sort
2022-2023;1172;application;Y;3
2022-2023;1172;decision;Y;4
2022-2023;1172;issuance;Y;5
2022-2023;1172;feedback;Y;6
2022-2023;1173;registration;;1
2022-2023;1173;authentication;;2
2022-2023;1173;application;;3
2022-2023;1173;decision;;4
2022-2023;1173;issuance;;5
2022-2023;1173;feedback;;6
2022-2023;1176;registration;N;1
2022-2023;1176;authentication;N;2
2022-2023;1176;application;N;3
2022-2023;1176;decision;N;4
2022-2023;1176;issuance;N;5
2022-2023;1176;feedback;N;6
2018-2019;1178;registration;;1
2018-2019;1178;authentication;;2
2018-2019;1178;application;;3
2018-2019;1178;decision;;4
2018-2019;1178;issuance;;5
2018-2019;1178;feedback;;6
2022-2023;1179;registration;Y;1
2022-2023;1179;authentication;Y;2
2022-2023;1179;application;Y;3
2022-2023;1179;decision;Y;4
2022-2023;1179;issuance;Y;5
2022-2023;1179;feedback;Y;6
2022-2023;1180;registration;Y;1
2022-2023;1180;authentication;Y;2
2022-2023;1180;application;Y;3
2022-2023;1180;decision;Y;4
2022-2023;1180;issuance;Y;5
2022-2023;1180;feedback;Y;6
2018-2019;1182;registration;Y;1
2018-2019;1182;authentication;Y;2
2018-2019;1182;application;Y;3
2018-2019;1182;decision;Y;4
2018-2019;1182;issuance;Y;5
2018-2019;1182;feedback;Y;6
2022-2023;1183;registration;N;1
2022-2023;1183;authentication;N;2
2022-2023;1183;application;N;3
2022-2023;1183;decision;N;4
2022-2023;1183;issuance;N;5
2022-2023;1183;feedback;N;6
2021-2022;1187;registration;Y;1
2021-2022;1187;authentication;;2
2021-2022;1187;application;Y;3
2021-2022;1187;decision;;4
2021-2022;1187;issuance;;5
2021-2022;1187;feedback;;6
2018-2019;1188;registration;;1
2018-2019;1188;authentication;;2
2018-2019;1188;application;;3
2018-2019;1188;decision;;4
2018-2019;1188;issuance;;5
2018-2019;1188;feedback;;6
2018-2019;1190;registration;;1
2018-2019;1190;authentication;;2
2018-2019;1190;application;;3
2018-2019;1190;decision;;4
2018-2019;1190;issuance;;5
2018-2019;1190;feedback;;6
2018-2019;1193;registration;;1
2018-2019;1193;authentication;;2
2018-2019;1193;application;;3
2018-2019;1193;decision;;4
2018-2019;1193;issuance;;5
2018-2019;1193;feedback;;6
2022-2023;1195;registration;Y;1
2022-2023;1195;authentication;Y;2
2022-2023;1195;application;Y;3
2022-2023;1195;decision;Y;4
2022-2023;1195;issuance;Y;5
2022-2023;1195;feedback;Y;6
2018-2019;1196;registration;Y;1
2018-2019;1196;authentication;;2
2018-2019;1196;application;Y;3
2018-2019;1196;decision;;4
2018-2019;1196;issuance;Y;5
2018-2019;1196;feedback;;6
2018-2019;1197;registration;Y;1
2018-2019;1197;authentication;Y;2
2018-2019;1197;application;Y;3
2018-2019;1197;decision;Y;4
2018-2019;1197;issuance;Y;5
2018-2019;1197;feedback;;6
2018-2019;1198;registration;;1
2018-2019;1198;authentication;;2
2018-2019;1198;application;;3
2018-2019;1198;decision;;4
2018-2019;1198;issuance;;5
2018-2019;1198;feedback;;6
2018-2019;1199;registration;;1
2018-2019;1199;authentication;;2
2018-2019;1199;application;;3
2018-2019;1199;decision;;4
2018-2019;1199;issuance;;5
2018-2019;1199;feedback;;6
2018-2019;12;registration;Y;1
2018-2019;12;authentication;Y;2
2018-2019;12;application;Y;3
2018-2019;12;decision;Y;4
2018-2019;12;issuance;Y;5
2018-2019;12;feedback;Y;6
2019-2020;1200;registration;;1
2019-2020;1200;authentication;;2
2019-2020;1200;application;Y;3
2019-2020;1200;decision;Y;4
2019-2020;1200;issuance;Y;5
2019-2020;1200;feedback;Y;6
2022-2023;1202;registration;Y;1
2022-2023;1202;authentication;Y;2
2022-2023;1202;application;N;3
2022-2023;1202;decision;Y;4
2022-2023;1202;issuance;N;5
2022-2023;1202;feedback;N;6
2022-2023;1204;registration;Y;1
2022-2023;1204;authentication;Y;2
2022-2023;1204;application;N;3
2022-2023;1204;decision;Y;4
2022-2023;1204;issuance;Y;5
2022-2023;1204;feedback;Y;6
2022-2023;1208;registration;N;1
2022-2023;1208;authentication;N;2
2022-2023;1208;application;N;3
2022-2023;1208;decision;N;4
2022-2023;1208;issuance;N;5
2022-2023;1208;feedback;N;6
2022-2023;1210;registration;N;1
2022-2023;1210;authentication;N;2
2022-2023;1210;application;N;3
2022-2023;1210;decision;;4
2022-2023;1210;issuance;;5
2022-2023;1210;feedback;;6
2021-2022;1211;registration;N;1
2021-2022;1211;authentication;N;2
2021-2022;1211;application;Y;3
2021-2022;1211;decision;Y;4
2021-2022;1211;issuance;Y;5
2021-2022;1211;feedback;Y;6
2018-2019;1212;registration;;1
2018-2019;1212;authentication;;2
2018-2019;1212;application;;3
2018-2019;1212;decision;;4
2018-2019;1212;issuance;;5
2018-2019;1212;feedback;;6
2018-2019;1213;registration;;1
2018-2019;1213;authentication;;2
2018-2019;1213;application;;3
2018-2019;1213;decision;;4
2018-2019;1213;issuance;;5
2018-2019;1213;feedback;;6
2018-2019;1214;registration;;1
2018-2019;1214;authentication;;2
2018-2019;1214;application;;3
2018-2019;1214;decision;;4
2018-2019;1214;issuance;;5
2018-2019;1214;feedback;;6
2018-2019;1215;registration;;1
2018-2019;1215;authentication;;2
2018-2019;1215;application;;3
2018-2019;1215;decision;;4
2018-2019;1215;issuance;;5
2018-2019;1215;feedback;;6
2018-2019;1216;registration;;1
2018-2019;1216;authentication;;2
2018-2019;1216;application;;3
2018-2019;1216;decision;;4
2018-2019;1216;issuance;;5
2018-2019;1216;feedback;;6
2018-2019;1217;registration;;1
2018-2019;1217;authentication;;2
2018-2019;1217;application;Y;3
2018-2019;1217;decision;;4
2018-2019;1217;issuance;;5
2018-2019;1217;feedback;;6
2022-2023;1218;registration;Y;1
2022-2023;1218;authentication;Y;2
2022-2023;1218;application;Y;3
2022-2023;1218;decision;Y;4
2022-2023;1218;issuance;Y;5
2022-2023;1218;feedback;Y;6
2018-2019;1219;registration;;1
2018-2019;1219;authentication;;2
2018-2019;1219;application;;3
2018-2019;1219;decision;;4
2018-2019;1219;issuance;;5
2018-2019;1219;feedback;;6
2022-2023;1220;registration;;1
2022-2023;1220;authentication;;2
2022-2023;1220;application;N;3
2022-2023;1220;decision;N;4
2022-2023;1220;issuance;N;5
2022-2023;1220;feedback;N;6
2022-2023;1221;registration;Y;1
2022-2023;1221;authentication;Y;2
2022-2023;1221;application;;3
2022-2023;1221;decision;;4
2022-2023;1221;issuance;;5
2022-2023;1221;feedback;Y;6
2022-2023;1222;registration;Y;1
2022-2023;1222;authentication;Y;2
2022-2023;1222;application;Y;3
2022-2023;1222;decision;Y;4
2022-2023;1222;issuance;Y;5
2022-2023;1222;feedback;Y;6
2022-2023;1223;registration;;1
2022-2023;1223;authentication;;2
2022-2023;1223;application;;3
2022-2023;1223;decision;N;4
2022-2023;1223;issuance;;5
2022-2023;1223;feedback;;6
2022-2023;1225;registration;N;1
2022-2023;1225;authentication;N;2
2022-2023;1225;application;N;3
2022-2023;1225;decision;N;4
2022-2023;1225;issuance;N;5
2022-2023;1225;feedback;N;6
2022-2023;1228;registration;;1
2022-2023;1228;authentication;;2
2022-2023;1228;application;N;3
2022-2023;1228;decision;N;4
2022-2023;1228;issuance;N;5
2022-2023;1228;feedback;N;6
2018-2019;1229;registration;;1
2018-2019;1229;authentication;;2
2018-2019;1229;application;;3
2018-2019;1229;decision;;4
2018-2019;1229;issuance;;5
2018-2019;1229;feedback;;6
2018-2019;1230;registration;N;1
2018-2019;1230;authentication;N;2
2018-2019;1230;application;N;3
2018-2019;1230;decision;N;4
2018-2019;1230;issuance;N;5
2018-2019;1230;feedback;N;6
2020-2021;1231;registration;N;1
2020-2021;1231;authentication;N;2
2020-2021;1231;application;N;3
2020-2021;1231;decision;N;4
2020-2021;1231;issuance;N;5
2020-2021;1231;feedback;N;6
2020-2021;1232;registration;N;1
2020-2021;1232;authentication;N;2
2020-2021;1232;application;N;3
2020-2021;1232;decision;N;4
2020-2021;1232;issuance;N;5
2020-2021;1232;feedback;N;6
2022-2023;1233;registration;;1
2022-2023;1233;authentication;;2
2022-2023;1233;application;;3
2022-2023;1233;decision;;4
2022-2023;1233;issuance;;5
2022-2023;1233;feedback;;6
2022-2023;1234;registration;Y;1
2022-2023;1234;authentication;Y;2
2022-2023;1234;application;Y;3
2022-2023;1234;decision;Y;4
2022-2023;1234;issuance;Y;5
2022-2023;1234;feedback;Y;6
2022-2023;1235;registration;Y;1
2022-2023;1235;authentication;Y;2
2022-2023;1235;application;Y;3
2022-2023;1235;decision;Y;4
2022-2023;1235;issuance;Y;5
2022-2023;1235;feedback;Y;6
2022-2023;1236;registration;;1
2022-2023;1236;authentication;;2
2022-2023;1236;application;;3
2022-2023;1236;decision;N;4
2022-2023;1236;issuance;;5
2022-2023;1236;feedback;N;6
2022-2023;1237;registration;;1
2022-2023;1237;authentication;Y;2
2022-2023;1237;application;Y;3
2022-2023;1237;decision;Y;4
2022-2023;1237;issuance;Y;5
2022-2023;1237;feedback;Y;6
2022-2023;1238;registration;Y;1
2022-2023;1238;authentication;Y;2
2022-2023;1238;application;Y;3
2022-2023;1238;decision;Y;4
2022-2023;1238;issuance;Y;5
2022-2023;1238;feedback;N;6
2022-2023;1239;registration;;1
2022-2023;1239;authentication;;2
2022-2023;1239;application;N;3
2022-2023;1239;decision;N;4
2022-2023;1239;issuance;;5
2022-2023;1239;feedback;N;6
2018-2019;1240;registration;;1
2018-2019;1240;authentication;;2
2018-2019;1240;application;;3
2018-2019;1240;decision;;4
2018-2019;1240;issuance;;5
2018-2019;1240;feedback;;6
2022-2023;1241;registration;;1
2022-2023;1241;authentication;;2
2022-2023;1241;application;N;3
2022-2023;1241;decision;N;4
2022-2023;1241;issuance;;5
2022-2023;1241;feedback;N;6
2022-2023;1242;registration;N;1
2022-2023;1242;authentication;N;2
2022-2023;1242;application;N;3
2022-2023;1242;decision;N;4
2022-2023;1242;issuance;N;5
2022-2023;1242;feedback;Y;6
2022-2023;1243;registration;Y;1
2022-2023;1243;authentication;Y;2
2022-2023;1243;application;Y;3
2022-2023;1243;decision;Y;4
2022-2023;1243;issuance;Y;5
2022-2023;1243;feedback;N;6
2022-2023;1244;registration;;1
2022-2023;1244;authentication;;2
2022-2023;1244;application;N;3
2022-2023;1244;decision;N;4
2022-2023;1244;issuance;N;5
2022-2023;1244;feedback;Y;6
2019-2020;1245;registration;;1
2019-2020;1245;authentication;;2
2019-2020;1245;application;;3
2019-2020;1245;decision;N;4
2019-2020;1245;issuance;;5
2019-2020;1245;feedback;N;6
2022-2023;1246;registration;;1
2022-2023;1246;authentication;;2
2022-2023;1246;application;;3
2022-2023;1246;decision;;4
2022-2023;1246;issuance;;5
2022-2023;1246;feedback;N;6
2022-2023;1247;registration;;1
2022-2023;1247;authentication;;2
2022-2023;1247;application;N;3
2022-2023;1247;decision;N;4
2022-2023;1247;issuance;;5
2022-2023;1247;feedback;N;6
2022-2023;1248;registration;N;1
2022-2023;1248;authentication;N;2
2022-2023;1248;application;Y;3
2022-2023;1248;decision;Y;4
2022-2023;1248;issuance;Y;5
2022-2023;1248;feedback;Y;6
2022-2023;1249;registration;;1
2022-2023;1249;authentication;;2
2022-2023;1249;application;;3
2022-2023;1249;decision;;4
2022-2023;1249;issuance;;5
2022-2023;1249;feedback;;6
2022-2023;125;registration;;1
2022-2023;125;authentication;;2
2022-2023;125;application;N;3
2022-2023;125;decision;N;4
2022-2023;125;issuance;Y;5
2022-2023;125;feedback;Y;6
2022-2023;1250;registration;;1
2022-2023;1250;authentication;;2
2022-2023;1250;application;Y;3
2022-2023;1250;decision;Y;4
2022-2023;1250;issuance;N;5
2022-2023;1250;feedback;N;6
2022-2023;1251;registration;;1
2022-2023;1251;authentication;;2
2022-2023;1251;application;N;3
2022-2023;1251;decision;N;4
2022-2023;1251;issuance;N;5
2022-2023;1251;feedback;N;6
2022-2023;1252;registration;;1
2022-2023;1252;authentication;;2
2022-2023;1252;application;;3
2022-2023;1252;decision;;4
2022-2023;1252;issuance;;5
2022-2023;1252;feedback;N;6
2022-2023;1253;registration;Y;1
2022-2023;1253;authentication;Y;2
2022-2023;1253;application;Y;3
2022-2023;1253;decision;Y;4
2022-2023;1253;issuance;Y;5
2022-2023;1253;feedback;Y;6
2022-2023;1254;registration;;1
2022-2023;1254;authentication;;2
2022-2023;1254;application;;3
2022-2023;1254;decision;;4
2022-2023;1254;issuance;;5
2022-2023;1254;feedback;Y;6
2022-2023;1255;registration;Y;1
2022-2023;1255;authentication;Y;2
2022-2023;1255;application;Y;3
2022-2023;1255;decision;Y;4
2022-2023;1255;issuance;N;5
2022-2023;1255;feedback;Y;6
2022-2023;1256;registration;Y;1
2022-2023;1256;authentication;Y;2
2022-2023;1256;application;Y;3
2022-2023;1256;decision;Y;4
2022-2023;1256;issuance;Y;5
2022-2023;1256;feedback;Y;6
2022-2023;1257;registration;Y;1
2022-2023;1257;authentication;Y;2
2022-2023;1257;application;Y;3
2022-2023;1257;decision;Y;4
2022-2023;1257;issuance;Y;5
2022-2023;1257;feedback;Y;6
2022-2023;1258;registration;Y;1
2022-2023;1258;authentication;Y;2
2022-2023;1258;application;Y;3
2022-2023;1258;decision;Y;4
2022-2023;1258;issuance;Y;5
2022-2023;1258;feedback;Y;6
2022-2023;1260;registration;Y;1
2022-2023;1260;authentication;Y;2
2022-2023;1260;application;Y;3
2022-2023;1260;decision;Y;4
2022-2023;1260;issuance;Y;5
2022-2023;1260;feedback;N;6
2018-2019;1261;registration;Y;1
2018-2019;1261;authentication;Y;2
2018-2019;1261;application;Y;3
2018-2019;1261;decision;N;4
2018-2019;1261;issuance;Y;5
2018-2019;1261;feedback;Y;6
2022-2023;1262;registration;Y;1
2022-2023;1262;authentication;Y;2
2022-2023;1262;application;Y;3
2022-2023;1262;decision;Y;4
2022-2023;1262;issuance;Y;5
2022-2023;1262;feedback;Y;6
2022-2023;1263;registration;Y;1
2022-2023;1263;authentication;N;2
2022-2023;1263;application;N;3
2022-2023;1263;decision;N;4
2022-2023;1263;issuance;Y;5
2022-2023;1263;feedback;N;6
2022-2023;1264;registration;Y;1
2022-2023;1264;authentication;Y;2
2022-2023;1264;application;Y;3
2022-2023;1264;decision;Y;4
2022-2023;1264;issuance;Y;5
2022-2023;1264;feedback;Y;6
2022-2023;1265;registration;;1
2022-2023;1265;authentication;;2
2022-2023;1265;application;;3
2022-2023;1265;decision;;4
2022-2023;1265;issuance;;5
2022-2023;1265;feedback;Y;6
2022-2023;1266;registration;Y;1
2022-2023;1266;authentication;Y;2
2022-2023;1266;application;Y;3
2022-2023;1266;decision;Y;4
2022-2023;1266;issuance;Y;5
2022-2023;1266;feedback;Y;6
2022-2023;1267;registration;Y;1
2022-2023;1267;authentication;Y;2
2022-2023;1267;application;Y;3
2022-2023;1267;decision;Y;4
2022-2023;1267;issuance;Y;5
2022-2023;1267;feedback;Y;6
2022-2023;1268;registration;;1
2022-2023;1268;authentication;;2
2022-2023;1268;application;;3
2022-2023;1268;decision;;4
2022-2023;1268;issuance;;5
2022-2023;1268;feedback;Y;6
2022-2023;1269;registration;Y;1
2022-2023;1269;authentication;Y;2
2022-2023;1269;application;Y;3
2022-2023;1269;decision;N;4
2022-2023;1269;issuance;Y;5
2022-2023;1269;feedback;Y;6
2022-2023;127;registration;;1
2022-2023;127;authentication;;2
2022-2023;127;application;;3
2022-2023;127;decision;;4
2022-2023;127;issuance;Y;5
2022-2023;127;feedback;Y;6
2022-2023;1270;registration;Y;1
2022-2023;1270;authentication;Y;2
2022-2023;1270;application;N;3
2022-2023;1270;decision;Y;4
2022-2023;1270;issuance;Y;5
2022-2023;1270;feedback;Y;6
2022-2023;1271;registration;Y;1
2022-2023;1271;authentication;Y;2
2022-2023;1271;application;Y;3
2022-2023;1271;decision;Y;4
2022-2023;1271;issuance;Y;5
2022-2023;1271;feedback;Y;6
2022-2023;1272;registration;Y;1
2022-2023;1272;authentication;Y;2
2022-2023;1272;application;Y;3
2022-2023;1272;decision;Y;4
2022-2023;1272;issuance;Y;5
2022-2023;1272;feedback;Y;6
2022-2023;1273;registration;Y;1
2022-2023;1273;authentication;Y;2
2022-2023;1273;application;N;3
2022-2023;1273;decision;Y;4
2022-2023;1273;issuance;Y;5
2022-2023;1273;feedback;Y;6
2022-2023;1274;registration;;1
2022-2023;1274;authentication;;2
2022-2023;1274;application;Y;3
2022-2023;1274;decision;;4
2022-2023;1274;issuance;;5
2022-2023;1274;feedback;Y;6
2022-2023;1275;registration;Y;1
2022-2023;1275;authentication;Y;2
2022-2023;1275;application;Y;3
2022-2023;1275;decision;Y;4
2022-2023;1275;issuance;Y;5
2022-2023;1275;feedback;Y;6
2022-2023;1276;registration;;1
2022-2023;1276;authentication;;2
2022-2023;1276;application;Y;3
2022-2023;1276;decision;;4
2022-2023;1276;issuance;;5
2022-2023;1276;feedback;Y;6
2022-2023;1277;registration;;1
2022-2023;1277;authentication;;2
2022-2023;1277;application;;3
2022-2023;1277;decision;;4
2022-2023;1277;issuance;;5
2022-2023;1277;feedback;Y;6
2018-2019;1278;registration;Y;1
2018-2019;1278;authentication;Y;2
2018-2019;1278;application;Y;3
2018-2019;1278;decision;N;4
2018-2019;1278;issuance;Y;5
2018-2019;1278;feedback;Y;6
2022-2023;1279;registration;;1
2022-2023;1279;authentication;;2
2022-2023;1279;application;Y;3
2022-2023;1279;decision;Y;4
2022-2023;1279;issuance;Y;5
2022-2023;1279;feedback;Y;6
2022-2023;1280;registration;;1
2022-2023;1280;authentication;;2
2022-2023;1280;application;Y;3
2022-2023;1280;decision;N;4
2022-2023;1280;issuance;Y;5
2022-2023;1280;feedback;Y;6
2022-2023;1281;registration;;1
2022-2023;1281;authentication;;2
2022-2023;1281;application;N;3
2022-2023;1281;decision;N;4
2022-2023;1281;issuance;Y;5
2022-2023;1281;feedback;N;6
2022-2023;1282;registration;;1
2022-2023;1282;authentication;;2
2022-2023;1282;application;Y;3
2022-2023;1282;decision;;4
2022-2023;1282;issuance;;5
2022-2023;1282;feedback;Y;6
2022-2023;1283;registration;Y;1
2022-2023;1283;authentication;Y;2
2022-2023;1283;application;Y;3
2022-2023;1283;decision;Y;4
2022-2023;1283;issuance;Y;5
2022-2023;1283;feedback;Y;6
2022-2023;1284;registration;Y;1
2022-2023;1284;authentication;Y;2
2022-2023;1284;application;Y;3
2022-2023;1284;decision;Y;4
2022-2023;1284;issuance;Y;5
2022-2023;1284;feedback;Y;6
2022-2023;1286;registration;;1
2022-2023;1286;authentication;;2
2022-2023;1286;application;Y;3
2022-2023;1286;decision;;4
2022-2023;1286;issuance;;5
2022-2023;1286;feedback;;6
2022-2023;1287;registration;;1
2022-2023;1287;authentication;;2
2022-2023;1287;application;Y;3
2022-2023;1287;decision;;4
2022-2023;1287;issuance;;5
2022-2023;1287;feedback;Y;6
2018-2019;1288;registration;Y;1
2018-2019;1288;authentication;Y;2
2018-2019;1288;application;Y;3
2018-2019;1288;decision;Y;4
2018-2019;1288;issuance;Y;5
2018-2019;1288;feedback;Y;6
2022-2023;1289;registration;;1
2022-2023;1289;authentication;;2
2022-2023;1289;application;Y;3
2022-2023;1289;decision;;4
2022-2023;1289;issuance;;5
2022-2023;1289;feedback;Y;6
2022-2023;129;registration;;1
2022-2023;129;authentication;;2
2022-2023;129;application;;3
2022-2023;129;decision;;4
2022-2023;129;issuance;Y;5
2022-2023;129;feedback;Y;6
2022-2023;1290;registration;N;1
2022-2023;1290;authentication;N;2
2022-2023;1290;application;N;3
2022-2023;1290;decision;N;4
2022-2023;1290;issuance;N;5
2022-2023;1290;feedback;N;6
2022-2023;1291;registration;;1
2022-2023;1291;authentication;;2
2022-2023;1291;application;Y;3
2022-2023;1291;decision;N;4
2022-2023;1291;issuance;N;5
2022-2023;1291;feedback;Y;6
2022-2023;1292;registration;N;1
2022-2023;1292;authentication;N;2
2022-2023;1292;application;Y;3
2022-2023;1292;decision;N;4
2022-2023;1292;issuance;N;5
2022-2023;1292;feedback;N;6
2022-2023;1293;registration;Y;1
2022-2023;1293;authentication;Y;2
2022-2023;1293;application;Y;3
2022-2023;1293;decision;;4
2022-2023;1293;issuance;Y;5
2022-2023;1293;feedback;Y;6
2022-2023;1294;registration;Y;1
2022-2023;1294;authentication;Y;2
2022-2023;1294;application;Y;3
2022-2023;1294;decision;Y;4
2022-2023;1294;issuance;;5
2022-2023;1294;feedback;Y;6
2022-2023;1295;registration;;1
2022-2023;1295;authentication;;2
2022-2023;1295;application;;3
2022-2023;1295;decision;;4
2022-2023;1295;issuance;;5
2022-2023;1295;feedback;Y;6
2022-2023;1296;registration;Y;1
2022-2023;1296;authentication;Y;2
2022-2023;1296;application;Y;3
2022-2023;1296;decision;Y;4
2022-2023;1296;issuance;Y;5
2022-2023;1296;feedback;Y;6
2022-2023;1297;registration;Y;1
2022-2023;1297;authentication;Y;2
2022-2023;1297;application;Y;3
2022-2023;1297;decision;Y;4
2022-2023;1297;issuance;Y;5
2022-2023;1297;feedback;Y;6
2022-2023;1298;registration;Y;1
2022-2023;1298;authentication;Y;2
2022-2023;1298;application;Y;3
2022-2023;1298;decision;Y;4
