"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"FY 2018-19",26,"Canada Border Services Agency","Internal Services","ISS08","Real Property Management Services - Canada Border Services Agency",21903909.00,18758881.30,21976737.00,16485304.00,60.00,184.00,59.00,59.00,,"Explanation of spending variance: In fiscal year 2018-19, the CBSA transitioned to a new Departmental Results Framework reporting structure as required by the Treasury Board Policy on Results. Given that 2018-19 was a transition year, the Agency has been working toward further refining its reporting mechanisms by program to ensure proper alignment of authorities and expenditures in the future. On April 1, 2019, the Agency introduced a new organizational structure to better manage and report on its programs. With this new structure in place, the Agency expects improvement in its reporting by program, including more detailed variance explanations. 

Explanation of full-time equivalent (FTE) variance: In fiscal year 2018-19, the CBSA transitioned to a new Departmental Results Framework reporting structure as required by the Treasury Board Policy on Results. Given that 2018-19 was a transition year, the Agency is working toward further refining the FTE allocation methodology for its programs."
"FY 2018-19",26,"Canada Border Services Agency","Internal Services","ISS09","Materiel Management Services - Canada Border Services Agency",5397803.00,11011155.97,4710779.00,3546527.00,33.00,28.00,31.00,30.00,,"Explanation of spending variance: In fiscal year 2018-19, the CBSA transitioned to a new Departmental Results Framework reporting structure as required by the Treasury Board Policy on Results. Given that 2018-19 was a transition year, the Agency has been working toward further refining its reporting mechanisms by program to ensure proper alignment of authorities and expenditures in the future. On April 1, 2019, the Agency introduced a new organizational structure to better manage and report on its programs. With this new structure in place, the Agency expects improvement in its reporting by program, including more detailed variance explanations. 

Explanation of full-time equivalent (FTE) variance: In fiscal year 2018-19, the CBSA transitioned to a new Departmental Results Framework reporting structure as required by the Treasury Board Policy on Results. Given that 2018-19 was a transition year, the Agency is working toward further refining the FTE allocation methodology for its programs."
"FY 2018-19",26,"Canada Border Services Agency","Internal Services","ISS0Z","Acquisition Management Services - Canada Border Services Agency",5493589.00,5349561.18,5463803.00,5464364.00,48.00,52.00,48.00,48.00,,
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA01","Tax Services and Processing",668253447.00,753593999.16,659102540.00,649819863.00,6608.00,7706.00,6467.00,6307.00,,"The increase in spending and FTEs in 2018-19 was primarily due to new funding received to address operational pressures related to the Government pay system as well as implement service measures announced as part of Budget 2018 and the carbon fuel charge. Additional increases attributable to higher call acceptance on the Individual Tax Enquiries line and the internal reallocation of funding during the year, namely for major project investments, to meet T1 workload service standards, and to address other operational priorities."
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA02","Returns compliance",300696796.00,329231754.08,297652584.00,296446680.00,4972.00,5262.00,4976.00,4939.00,,
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA03","Collections",371810596.00,381589788.82,395708303.00,377674011.00,5385.00,5437.00,5645.00,5397.00,,
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA04","Domestic compliance",710344784.00,744281990.29,714555595.00,716738990.00,7002.00,6963.00,7008.00,7006.00,,
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA05","International and Large Business Compliance and Criminal Investigations",393388018.00,398210080.64,401978470.00,395414725.00,3150.00,2999.00,3215.00,3153.00,,
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA06","Objections and Appeals",187930283.00,190322394.75,187159194.00,185341101.00,1548.00,1530.00,1543.00,1523.00,,
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA07","Taxpayer Relief",17479178.00,16915388.71,17446626.00,17551477.00,238.00,247.00,236.00,245.00,,
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA08","Service Complaints",7393762.00,12471594.93,9055961.00,8590566.00,84.00,150.00,95.00,92.00,,"The increase in spending in 2018-19 was primarily due to additional spending to address backlog pressures and meet program targets in the Service Complaints and Problem Resolution programs which included transfers from the Objections and Appeals and Taxpayer Relief programs during the year as well as from centrally held provisions to fund operational priorities. 

The increase in FTEs in 2018-19 was primarily due to additional staffing to address backlog pressures and meet program targets in the Service Complaints and Problem Resolution programs."
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA09","Charities",35722352.00,32741000.22,32089316.00,32149791.00,393.00,305.00,355.00,355.00,,"The decrease in FTEs in 2018-19 was primarily due to the transfer of workload to Domestic Compliance Branch for field audits."
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA10","Registered Plans",14821526.00,15385993.23,14900890.00,14902186.00,165.00,141.00,167.00,165.00,,"The decrease in FTEs in 2018-19 was primarily due to a change in staff complement from what was planned."
"FY 2018-19",46,"Canada Revenue Agency","Tax","BRA11","Policy, Rulings, and Interpretations",85430178.00,84758492.46,89576833.00,89615648.00,1146.00,1049.00,1175.00,1175.00,,
"FY 2018-19",46,"Canada Revenue Agency","Benefits","BRB01","Benefits",482609132.00,1128379061.42,474246261.00,477744586.00,1506.00,1135.00,1474.00,1463.00,,"The increase in spending in 2018-19 was primarily due to statutory Climate Action Incentive payments included in actual spending but not reflected in planned spending due to the timing of legislation ($664M) and slightly higher than planned statutory Children's Special Allowance payments. This was partially offset by decreases due to lower benefit call volumes as a result of the implementation of the Hosted Contact Centre Service and the realignment of workload with the Tax Services and Processing program. 

The decrease in FTEs in 2018-19 was primarily due to staffing delays and the realignment of workload with the Tax Services and Processing program related to higher call acceptance on the Individuals Tax Enquiries line."
"FY 2018-19",46,"Canada Revenue Agency","Taxpayers' Ombudsman","BRC01","Taxpayers' Ombudsman",3132365.00,3097900.19,3141688.00,3146233.00,31.00,29.00,31.00,31.00,,
"FY 2018-19",46,"Canada Revenue Agency","Internal Services","ISS01","Management and Oversight Services - Canada Revenue Agency",127463264.00,139630857.89,127382238.00,128079970.00,1034.00,1087.00,1049.00,1051.00,,
"FY 2018-19",46,"Canada Revenue Agency","Internal Services","ISS02","Communications Services - Canada Revenue Agency",48294639.00,60909428.91,48376754.00,48672932.00,417.00,439.00,425.00,423.00,,"The increase in spending in 2018-19 was primarily due to new funding for Government advertising programs as well as to implement the carbon fuel charge, including Climate Action Incentive advertising and outreach activities. Other increases were associated with workload transfers from other programs during the year."
